external_id,player_id,name,firstname,lastname,full_name,nationality,teams,team_countries,leagues,current_name_ko,current_short_name_ko,method,matched_name,name_ko,short_name_ko,current_quality_bad
18753,130,Adama Traoré,Adama,Traoré Diarra,Adama Traoré Diarra,Spain,Fulham; West Ham,England,FA Cup; League Cup; Premier League,아모드 트라오레,트라오레,verified-seed-csv,player_translation_epl_2025.csv,아모드 트라오레,트라오레,False
18755,1723,João Virgínia,João Manuel,Neves Virgínia,João Manuel Neves Virgínia,Portugal,Sporting CP,Portugal,UEFA Champions League,조앙 비르지니아,비르지니아,wikidata-ko-label,João Neves,주앙 네베스,네베스,False
18758,339,S. Coleman,Séamus,Coleman,Séamus Coleman,Republic of Ireland,Everton,England,League Cup; Premier League,셰이머스 콜먼,콜먼,verified-seed-csv,player_translation_epl_2025_remaining.csv,셰이머스 콜먼,콜먼,False
18760,6054,J. Kenny,Jonjoe,Kenny,Jonjoe Kenny,England,PAOK,Greece,UEFA Europa League,존조 케니,존조 케니,verified-seed-csv,player_translation_uel_2025_remaining.csv,존조 케니,존조 케니,False
18762,8365,T. Davies,Thomas,Davies,Thomas Davies,England,Sheffield Utd,England,FA Cup,토마스 데이비스,데이비스,verified-seed-csv,player_translation_fa_cup_2025.csv,토마스 데이비스,데이비스,False
18765,4083,André Gomes,André Filipe,Tavares Gomes,André Filipe Tavares Gomes,Portugal,,,,,,wikidata-ko-label,André Filipe Tavares Gomes,안드레 고메스,고메스,False
18766,686,D. Calvert-Lewin,Dominic Nathaniel,Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,England,Leeds,England,FA Cup; League Cup; Premier League,도미닉 칼버트르윈,칼버트르윈,verified-seed-csv,player_translation_epl_2025.csv,도미닉 칼버트르윈,칼버트르윈,False
18767,2273,A. Lookman,Ademola Lookman Olajade,Alade Aylola Lookman,Ademola Lookman Olajade Alade Aylola Lookman,Nigeria,Atalanta; Atletico Madrid,Italy; Spain,UEFA Champions League,에이 룩만,룩만,wikidata-ko-label,Ademola Lookman Olajade Alade Aylola Lookman,아데몰라 루크먼,루크먼,False
18768,3224,C. Tosun,Cenk,Tosun,Cenk Tosun,Türkiye,Fenerbahçe,Turkey,UEFA Champions League; UEFA Europa League,젱크 토순,토순,verified-seed-csv,player_translation_ucl_2025_remaining.csv,젱크 토순,토순,False
18771,7657,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,Ricardo Domingos Barbosa Pereira,Portugal,Leicester,England,FA Cup,히카르두 도밍구스 바르보자 페레이라,페레이라,verified-seed-csv,player_translation_fa_cup_2025.csv,히카르두 도밍구스 바르보자 페레이라,페레이라,False
18776,3245,Ç. Söyüncü,Çağlar,Söyüncü,Çağlar Söyüncü,Türkiye,Fenerbahçe,Turkey,UEFA Champions League; UEFA Europa League,찰라르 쇠윈쥐,쇠윈쥐,verified-seed-csv,player_translation_ucl_2025_remaining.csv,찰라르 쇠윈쥐,쇠윈쥐,False
18778,51,H. Barnes,Harvey Lewis,Barnes,Harvey Lewis Barnes,England,Newcastle,England,FA Cup; League Cup; Premier League; UEFA Champions League,하비 반스,반스,verified-seed-csv,player_translation_epl_2025.csv,하비어 바른스,바른스,False
18779,7643,H. Choudhury,Hamza,Dewan Choudhury,Hamza Dewan Choudhury,England,Leicester,England,FA Cup; League Cup,함자 초우두리,초우두리,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,함자 초우두리,초우두리,False
18780,4113,R. Ghezzal,Rachid,Ghezzal,Rachid Ghezzal,Algeria,Lyon,France,UEFA Europa League,라시드 게잘,라시드,verified-seed-csv,player_translation_uel_2025_remaining.csv,라시드 게잘,라시드,False
18781,8008,D. Gray,Demarai Ramelle,Gray,Demarai Ramelle Gray,Jamaica,Birmingham,England,FA Cup; League Cup,데마라이 그레이,그레이,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,데마라이 그레이,그레이,False
18782,10781,M. James,Matthew Lee,James,Matthew Lee James,England,Wrexham,Wales,League Cup,매튜 리 제임스,제임스,verified-seed-csv,player_translation_league_cup_2025_final.csv,매튜 리 제임스,제임스,False
18784,378,J. Maddison,James Daniel,Maddison,James Daniel Maddison,England,England; Tottenham,England,Premier League; World Cup,제임스 매디슨,매디슨,verified-seed-csv,player_translation_epl_2025_remaining.csv,제임스 매디슨,매디슨,False
18785,7308,N. Mendy,Nampalys,Mendy,Nampalys Mendy,Senegal,Senegal; Watford,England; Senegal,FA Cup; World Cup,남팔리스 멘디,멘디,verified-seed-csv,player_translation_fa_cup_2025.csv,남팔리스 멘디,멘디,False
18786,5198,W. Ndidi,Onyinye Wilfred,Ndidi,Onyinye Wilfred Ndidi,Nigeria,,,,,,wikidata-ko-label,Onyinye Wilfred Ndidi,윌프레드 은디디,은디디,False
18787,15507,S. Okazaki,Shinji,Okazaki,Shinji Okazaki,Japan,,,,,,wikidata-ko-label,Shinji Okazaki,오카자키 신지,신지,False
18799,16634,A. Masina,Adam,Masina,Adam Masina,Morocco,,,,,,wikidata-ko-label,Adam Masina,아담 마시나,마시나,False
18803,8885,N. Chalobah,Nathaniel Nyakie,Chalobah,Nathaniel Nyakie Chalobah,England,,,,,,wikidata-ko-label,Nathaniel Nyakie Chalobah,너새니얼 찰로바,찰로바,False
18805,323,A. Doucouré,Abdoulaye,Doucouré,Abdoulaye Doucouré,Mali,,,,,,wikidata-ko-label,Abdoulaye Doucouré,압둘라예 두쿠레,두쿠레,False
18806,598,W. Hughes,William James,Hughes,William James Hughes,England,Crystal Palace,England,FA Cup; League Cup; Premier League,W. 휴즈,휴즈,nationality-phonetic:England:english,William James Hughes,우이르리아므 지아메스 흐우게스,흐우게스,True
18807,21713,Domingos Quina,Domingos,Quina,Domingos Quina,Portugal,Pafos,Cyprus,UEFA Champions League,,,nationality-phonetic:Portugal:portuguese,Domingos Quina,도미느고스 쿠이나,쿠이나,False
18810,9702,A. Gray,Andre Anthony,Gray,Andre Anthony Gray,Jamaica,Port Vale,England,FA Cup,안드레 그레이,그레이,verified-seed-csv,player_translation_fa_cup_2025.csv,안드레 그레이,그레이,False
18812,5121,Adrián,Adrián,San Miguel del Castillo,Adrián San Miguel del Castillo,Spain,Real Betis,Spain,UEFA Europa League,산 미겔 델 카스티요 애드리안,애드리안,verified-seed-csv,player_translation_uel_2025_remaining.csv,산 미겔 델 카스티요 애드리안,애드리안,False
18813,8935,A. Cresswell,Aaron William,Cresswell,Aaron William Cresswell,England,Stoke City,England,FA Cup; League Cup,에런 크레스웰,크레스웰,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,에런 크레스웰,크레스웰,False
18814,131,I. Diop,Issa Laye Lucas Jean,Diop,Issa Laye Lucas Jean Diop,France,Fulham,England,FA Cup; League Cup; Premier League,이사 디오프,디오프,verified-seed-csv,player_translation_epl_2025_remaining.csv,이사 디오프,디오프,False
18816,787,A. Masuaku,Fuka-Arthur,Masuaku Kawela,Fuka-Arthur Masuaku Kawela,Congo DR,Sunderland,England,League Cup; Premier League,아샤훔 마수아쿠,마수아쿠,verified-seed-csv,player_translation_epl_2025.csv,아샤훔 마수아쿠,마수아쿠,False
18820,9226,C. Coventry,Conor James,Coventry,Conor James Coventry,Republic of Ireland,Charlton,England,FA Cup,코너 제임스 코벤트리,코벤트리,verified-seed-csv,player_translation_fa_cup_2025.csv,코너 제임스 코벤트리,코벤트리,False
18823,8136,B. Johnson,Benjamin Anthony,Johnson,Benjamin Anthony Johnson,England,Ipswich,England,FA Cup; League Cup,벤자민 앤서니 존슨,존슨,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,벤자민 앤서니 존슨,존슨,False
18830,3108,M. Arnautović,Marko,Arnautović,Marko Arnautović,Austria,FK Crvena Zvezda,Serbia,UEFA Champions League; UEFA Europa League,M. 아르나우토비치,아르나우토비치,manual-common-name,Marko Arnautović,마르코 아르나우토비치,아르나우토비치,True
18834,2964,A. Yarmolenko,Andrii,Yarmolenko,Andrii Yarmolenko,Ukraine,,,,,,nationality-phonetic:Ukraine:ukrainian,Andrii Yarmolenko,아느드리이 이아르모레느코,이아르모레느코,False
18836,16675,W. Hennessey,Wayne Robert,Hennessey,Wayne Robert Hennessey,Wales,Wales,Wales,World Cup,웨인 헤네시,헤네시,verified-seed-csv,player_translation_world_cup_2022.csv,웨인 헤네시,헤네시,False
18843,8734,J. Schlupp,Jeffrey,Schlupp,Jeffrey Schlupp,Ghana,Norwich,England,League Cup,제프리 슐루프,슐루프,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,제프리 슐루프,슐루프,False
18845,16725,P. van Aanholt,Patrick John Miguel,van Aanholt,Patrick John Miguel van Aanholt,Netherlands,Netherlands,Netherlands,World Cup,파트릭 판안홀트,판안홀트,verified-seed-csv,player_translation_world_cup_2022.csv,파트릭 판안홀트,판안홀트,False
18846,419,A. Wan-Bissaka,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,England,West Ham,England,FA Cup; Premier League,에런 완비사카,완비사카,verified-seed-csv,player_translation_fa_cup_2025.csv,에런 완비사카,완비사카,False
18847,8982,J. Ward,Joel Edward Philip,Ward,Joel Edward Philip Ward,England,Swansea,Wales,FA Cup,조엘 워드,워드,verified-seed-csv,player_translation_fa_cup_2025.csv,조엘 워드,워드,False
18853,8366,J. Riedewald,Jaïro Jocquim,Riedewald,Jaïro Jocquim Riedewald,Netherlands,Sheffield Utd,England,FA Cup,야이로 리데발트,리데발트,verified-seed-csv,player_translation_fa_cup_2025.csv,야이로 리데발트,리데발트,False
18858,7644,A. Begović,Asmir,Begović,Asmir Begović,Bosnia and Herzegovina,Leicester,England,FA Cup; League Cup,아스미르 베고비치,베고비치,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,아스미르 베고비치,베고비치,False
18860,324,M. Travers,Mark,Travers,Mark Travers,Republic of Ireland,Everton,England,FA Cup; League Cup; Premier League,마크 트래버스,트래버스,verified-seed-csv,player_translation_epl_2025_remaining.csv,마크 트래버스,트래버스,False
18861,513,N. Aké,Nathan Benjamin,Aké,Nathan Benjamin Aké,Netherlands,Manchester City; Netherlands,England; Netherlands,FA Cup; League Cup; Premier League; UEFA Champions League; World Cup,나탄 아케,아케,verified-seed-csv,player_translation_ucl_2025_remaining.csv,나탄 아케,아케,False
18862,599,N. Clyne,Nathaniel Edwin,Clyne,Nathaniel Edwin Clyne,England,Crystal Palace,England,League Cup; Premier League,나다니엘 클라인,클라인,verified-seed-csv,player_translation_epl_2025.csv,나다니엘 클라인,클라인,False
18863,8798,S. Cook,Steve Anthony,Cook,Steve Anthony Cook,England,QPR,England,FA Cup,스티브 쿡,쿡,verified-seed-csv,player_translation_fa_cup_2025.csv,스티브 쿡,쿡,False
18866,8272,C. Mepham,Christopher James,Mepham,Christopher James Mepham,Wales,Wales; West Brom,England; Wales,FA Cup; World Cup,크리스토퍼 제임스 멥햄,멥햄,verified-seed-csv,player_translation_fa_cup_2025.csv,크리스토퍼 제임스 멥햄,멥햄,False
18868,10486,J. Simpson,Jack Benjamin,Simpson,Jack Benjamin Simpson,England,Leyton Orient,England,FA Cup; League Cup,잭 벤자민 심슨,심슨,verified-seed-csv,player_translation_league_cup_2025_final.csv,잭 벤자민 심슨,심슨,False
18869,103,A. Smith,Adam James,Smith,Adam James Smith,England,Bournemouth,England,FA Cup; League Cup; Premier League,애덤 스미스,스미스,verified-seed-csv,player_translation_epl_2025.csv,애덤 스미스,스미스,False
18870,104,D. Brooks,David Robert,Brooks,David Robert Brooks,Wales,Bournemouth,England,FA Cup; League Cup; Premier League,데이비드 브룩스,브룩스,verified-seed-csv,player_translation_epl_2025.csv,데이비드 브룩스,브룩스,False
18871,10859,M. Butcher,Matthew David,Butcher,Matthew David Butcher,England,Salford City,England,FA Cup,매튜 데이비드 버처,버처,verified-seed-csv,player_translation_fa_cup_2025.csv,매튜 데이비드 버처,버처,False
18872,86,L. Cook,Lewis John,Cook,Lewis John Cook,England,Bournemouth,England,FA Cup; Premier League,루이스 쿡,쿡,verified-seed-csv,player_translation_epl_2025.csv,루이스 쿡,쿡,False
18873,7410,R. Fraser,Ryan,Fraser,Ryan Fraser,Scotland,Southampton,England,League Cup,라이언 프레이저,프레이저,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,라이언 프레이저,프레이저,False
18877,10391,N. Ofoborh,Nathan Nnamdi Ugochukwu Benjam,Asigboro Ofoborh,Nathan Nnamdi Ugochukwu Benjam Asigboro Ofoborh,Nigeria,Barnet,England,League Cup,네이단 나머디 우고추쿠우 벤자민 아시그보로 오포보르,오포보르,verified-seed-csv,player_translation_league_cup_2025_final.csv,네이단 나머디 우고추쿠우 벤자민 아시그보로 오포보르,오포보르,False
18883,379,D. Solanke,Dominic Ayodele,Solanke-Mitchell,Dominic Ayodele Solanke-Mitchell,England,Tottenham,England,FA Cup; Premier League; UEFA Champions League,D. 솔랭케,솔랭케,wikidata-ko-label,Dominic Ayodele Solanke-Mitchell,도미닉 솔란케,솔란케,True
18885,668,K. Darlow,Karl,Darlow,Karl Darlow,England,Leeds,England,FA Cup; League Cup; Premier League,칼 달로,달로,verified-seed-csv,player_translation_epl_2025_remaining.csv,칼 달로,달로,False
18886,301,M. Dúbravka,Martin,Dúbravka,Martin Dúbravka,Slovakia,Burnley,England,Premier League,마르틴 두브라프카,두브라프카,verified-seed-csv,player_translation_epl_2025.csv,마르틴 두브라프카,두브라프카,False
18889,211,F. Woodman,Frederick John,Woodman,Frederick John Woodman,England,Liverpool,England,FA Cup; League Cup; Premier League; UEFA Champions League,프레디 우드먼,우드먼,verified-seed-csv,player_translation_epl_2025.csv,프레디 우드먼,우드먼,False
18894,66,J. Lascelles,Jamaal,Lascelles,Jamaal Lascelles,England,Newcastle,England,League Cup; Premier League,자말 러셀스,러셀스,verified-seed-csv,player_translation_epl_2025_remaining.csv,자말 러셀스,러셀스,False
18897,17143,D. Yedlin,DeAndre Roselle,Yedlin,DeAndre Roselle Yedlin,USA,USA,USA,World Cup,데안드레 예들린,예들린,verified-seed-csv,player_translation_world_cup_2022.csv,데안드레 예들린,예들린,False
18899,8815,I. Hayden,Isaac Scott,Hayden,Isaac Scott Hayden,England,QPR,England,FA Cup,아이작 하이든,하이든,verified-seed-csv,player_translation_fa_cup_2025.csv,아이작 하이든,하이든,False
18901,687,S. Longstaff,Sean David,Longstaff,Sean David Longstaff,England,Leeds,England,FA Cup; League Cup; Premier League,샨 롱스태프,롱스태프,verified-seed-csv,player_translation_epl_2025.csv,샨 롱스태프,롱스태프,False
18903,7979,M. Ritchie,Matthew Thomas,Ritchie,Matthew Thomas Ritchie,Scotland,,,,,,nationality-phonetic:Scotland:english,Matthew Thomas Ritchie,마트스에우 토마스 리트치이,리트치이,False
18905,15508,Y. Muto,Yoshinori,Muto,Yoshinori Muto,Japan,,,,,,wikidata-ko-label,Yoshinori Muto,무토 요시노리,요시노리,False
18906,2491,Ayoze Pérez,Ayoze,Pérez Gutiérrez,Ayoze Pérez Gutiérrez,Spain,Villarreal,Spain,UEFA Champions League,아요세 페레스,페레스,verified-seed-csv,player_translation_ucl_2025_remaining.csv,아요세 페레스,페레스,False
18907,15363,Joselu,José Luis,Sanmartín Mato,José Luis Sanmartín Mato,Spain,,,,,,wikidata-ko-label,Joselu,호셀루,호셀루,False
18911,52,N. Pope,Nicholas David,Pope,Nicholas David Pope,England,England; Newcastle,England,FA Cup; League Cup; Premier League; UEFA Champions League; World Cup,닉 포프,포프,verified-seed-csv,player_translation_epl_2025.csv,닉 포프,포프,False
18913,10292,A. Driscoll-Glennon,Anthony David,Driscoll-Glennon,Anthony David Driscoll-Glennon,England,Newport County,Wales,FA Cup; League Cup,앤서니 데이비드 드리스콜-글레논,드리스콜-글레논,verified-seed-csv,player_translation_league_cup_2025_final.csv,앤서니 데이비드 드리스콜-글레논,드리스콜-글레논,False
18914,8916,B. Gibson,Benjamin James,Gibson,Benjamin James Gibson,England,Stoke City,England,FA Cup; League Cup,벤자민 제임스 기브슨,기브슨,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,벤자민 제임스 기브슨,기브슨,False
18917,8367,B. Mee,Benjamin Thomas,Mee,Benjamin Thomas Mee,England,Sheffield Utd,England,FA Cup,벤자민 토마스 미,미,verified-seed-csv,player_translation_fa_cup_2025.csv,벤자민 토마스 미,미,False
18918,7411,C. Taylor,Charles James,Taylor,Charles James Taylor,England,Southampton; West Brom,England,FA Cup; League Cup,찰스 제임스 테일러,테일러,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,찰스 제임스 테일러,테일러,False
18920,8844,J. Benson,Josh,Benson,Josh Benson,England,,,,,,nationality-phonetic:England:english,Josh Benson,지오슈 베느소느,베느소느,False
18921,8235,R. Brady,Robert,Brady,Robert Brady,Republic of Ireland,,,,,,nationality-phonetic:Republic of Ireland:english,Robert Brady,로베르트 브라디,브라디,False
18927,279,A. Barnes,Ashley Luke,Barnes,Ashley Luke Barnes,England,Burnley,England,FA Cup; League Cup; Premier League,애슐리 반스,반스,verified-seed-csv,player_translation_epl_2025_remaining.csv,애슐리 반스,반스,False
18929,325,D. McNeil,Dwight James Matthew,McNeil,Dwight James Matthew McNeil,England,Everton,England,FA Cup; League Cup; Premier League,드와이트 맥닐,맥닐,verified-seed-csv,player_translation_epl_2025_remaining.csv,드와이트 맥닐,맥닐,False
18930,2835,M. Vydra,Matěj,Vydra,Matěj Vydra,Czechia,Plzen,Czech-Republic,UEFA Champions League; UEFA Europa League,마테이 비드라,비드라,verified-seed-csv,player_translation_ucl_2025_remaining.csv,마테이 비드라,비드라,False
18931,724,C. Wood,Christopher Grant,Wood,Christopher Grant Wood,New Zealand,Nottingham Forest,England,Premier League; UEFA Europa League,크리스 우드,우드,wikidata-ko-label,Christopher Grant Wood,크리스 우드,우드,False
18932,105,F. Forster,Fraser Gerard,Forster,Fraser Gerard Forster,England,Bournemouth,England,FA Cup; Premier League,프레이저 포스터,포스터,verified-seed-csv,player_translation_epl_2025.csv,프레이저 포스터,포스터,False
18933,706,A. Gunn,Angus Fraser James,Gunn,Angus Fraser James Gunn,Scotland,Nottingham Forest,England,FA Cup; League Cup; Premier League; UEFA Europa League,알렉스 건,건,verified-seed-csv,player_translation_epl_2025.csv,알렉스 건,건,False
18934,10549,H. Lewis,Harry,Lewis,Harry Lewis,England,Carlisle; Mansfield Town,England,FA Cup,해리 루이스,루이스,verified-seed-csv,player_translation_fa_cup_2025.csv,해리 루이스,루이스,False
18935,7412,A. McCarthy,Alex Simon,McCarthy,Alex Simon McCarthy,England,Southampton,England,FA Cup; League Cup,알렉스 맥카시,맥카시,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,알렉스 맥카시,맥카시,False
18938,8688,A. Jones,Alfie,Jones,Alfie Jones,England,Middlesbrough,England,League Cup,알피 존스,존스,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,알피 존스,존스,False
18939,9227,K. Ramsay,Kayne,Ramsay,Kayne Ramsay,England,,,,,,nationality-phonetic:England:english,Kayne Ramsay,카이네 라므사이,라므사이,False
18940,7431,J. Stephens,Jack,Stephens,Jack Stephens,England,Southampton,England,FA Cup; League Cup,잭 스티븐스,스티븐스,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,잭 스티븐스,스티븐스,False
18941,53,M. Targett,Matthew Robert,Targett,Matthew Robert Targett,England,Middlesbrough,England,FA Cup,맷 타겟,타겟,verified-seed-csv,player_translation_epl_2025.csv,맷 타겟,타겟,False
18942,5492,Y. Valery,Yan,Valery,Yan Valery,Tunisia,,,,,,nationality-phonetic:Tunisia:arabic,Yan Valery,이아느 바레리,바레리,False
18943,7659,J. Vestergaard,Jannik,Vestergaard,Jannik Vestergaard,Denmark,Leicester,England,FA Cup,야니크 베스테르고르,베스테르고르,verified-seed-csv,player_translation_fa_cup_2025.csv,야니크 베스테르고르,베스테르고르,False
18944,15521,M. Yoshida,Maya,Yoshida,Maya Yoshida,Japan,Japan,Japan,World Cup,요시다 마야,마야,verified-seed-csv,player_translation_world_cup_2022.csv,요시다 마야,마야,False
18945,4561,S. Armstrong,Stuart,Armstrong,Stuart Armstrong,Scotland,,,,,,wikidata-ko-label,Stuart Armstrong,스튜어트 암스트롱,암스트롱,False
18946,2130,M. Elyounoussi,Mohamed Amine,Elyounoussi,Mohamed Amine Elyounoussi,Norway,FC Copenhagen,Denmark,UEFA Champions League,모하메드 엘요노시,엘요노시,current-clean-ko,player_translation,모하메드 엘요노시,엘요노시,False
18947,3394,M. Lemina,Mario René Junior,Lemina,Mario René Junior Lemina,Gabon,Galatasaray,Turkey,UEFA Champions League,엠 르미나,르미나,wikidata-ko-label,Mario René Junior Lemina,마리오 레미나,레미나,False
18948,8577,N. Redmond,Nathan Daniel Jerome,Redmond,Nathan Daniel Jerome Redmond,England,Sheffield Wednesday,England,FA Cup,네이선 레드먼드,레드먼드,verified-seed-csv,player_translation_fa_cup_2025.csv,네이선 레드먼드,레드먼드,False
18949,7451,Oriol Romeu,Oriol,Romeu Vidal,Oriol Romeu Vidal,Spain,Southampton,England,FA Cup,오리올 로메우,로메우,verified-seed-csv,player_translation_fa_cup_2025.csv,오리올 로메우,로메우,False
18954,8936,S. Gallagher,Samuel James,Gallagher,Samuel James Gallagher,England,Stoke City,England,FA Cup,사무엘 제임스 갤러거,갤러거,verified-seed-csv,player_translation_fa_cup_2025.csv,사무엘 제임스 갤러거,갤러거,False
18955,8368,D. Ings,Daniel William John,Ings,Daniel William John Ings,England,Sheffield Utd,England,FA Cup,다니엘 윌리엄 존 잉스,잉스,verified-seed-csv,player_translation_fa_cup_2025.csv,다니엘 윌리엄 존 잉스,잉스,False
18957,9927,M. Obafemi,Michael,Oluwadurotimi Obafemi,Michael Oluwadurotimi Obafemi,Republic of Ireland,,,,,,nationality-phonetic:Republic of Ireland:english,Michael Oluwadurotimi Obafemi,마이클 오루우아두로티미 오바페미,오루우아두로티미,False
18958,8137,D. Button,David Robert Edmund,Button,David Robert Edmund Button,England,Ipswich,England,FA Cup; League Cup,데이비드 로버트 에드문드 버튼,버튼,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,데이비드 로버트 에드문드 버튼,버튼,False
18959,459,Robert Sánchez,Robert,Lynch Sánchez,Robert Lynch Sánchez,Spain,Chelsea; Spain,England; Spain,FA Cup; League Cup; Premier League; UEFA Champions League; World Cup,로베르트 산체스,산체스,verified-seed-csv,player_translation_epl_2025.csv,로베르트 산체스,산체스,False
18960,562,J. Steele,Jason Sean,Steele,Jason Sean Steele,England,Brighton,England,FA Cup; League Cup; Premier League,제이슨 스틸,스틸,verified-seed-csv,player_translation_epl_2025.csv,제이슨 스틸,스틸,False
18961,54,D. Burn,Daniel Johnson,Burn,Daniel Johnson Burn,England,Newcastle,England,FA Cup; League Cup; Premier League; UEFA Champions League,댄 번,번,verified-seed-csv,player_translation_epl_2025.csv,댄 번,번,False
18962,8753,S. Duffy,Shane Patrick Michael,Duffy,Shane Patrick Michael Duffy,Republic of Ireland,Norwich,England,League Cup,셰인 더피,더피,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,셰인 더피,더피,False
18963,579,L. Dunk,Lewis Carl,Dunk,Lewis Carl Dunk,England,Brighton,England,FA Cup; League Cup; Premier League,루이스 덩크,덩크,verified-seed-csv,player_translation_epl_2025.csv,루이스 덩크,덩크,False
18967,18366,L. Østigård,Leo,Skiri Østigård,Leo Skiri Østigård,Norway,,,,레오 스키리 외스티고르,외스티고르,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,레오 스키리 외스티고르,외스티고르,False
18968,380,Y. Bissouma,Yves,Bissouma,Yves Bissouma,Mali,Tottenham,England,Premier League,이브 비수마,비수마,verified-seed-csv,player_translation_epl_2025_remaining.csv,이브 비수마,비수마,False
18969,9566,W. Collar,William Guy,Collar,William Guy Collar,England,Milton Keynes Dons,England,League Cup,윌리엄 가이 콜라,콜라,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,윌리엄 가이 콜라,콜라,False
18970,580,P. Groß,Pascal,Groß,Pascal Groß,Germany,Borussia Dortmund; Brighton,England; Germany,FA Cup; Premier League; UEFA Champions League,파스칼 그로스,그로스,verified-seed-csv,player_translation_epl_2025.csv,파스칼 그로스,그로스,False
18973,581,S. March,Solomon Benjamin,March,Solomon Benjamin March,England,Brighton,England,Premier League,에스 마르치,마르치,wikidata-ko-label,Solomon Benjamin March,솔리 마치,마치,False
18974,8255,J. Molumby,Jayson Patrick,Molumby,Jayson Patrick Molumby,Republic of Ireland,West Brom,England,FA Cup; League Cup,제이슨 패트릭 몰럼비,몰럼비,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,제이슨 패트릭 몰럼비,몰럼비,False
18976,10183,M. Sanders,Max Harrison,Sanders,Max Harrison Sanders,England,Crewe,England,League Cup,막스 해리슨 샌더스,샌더스,verified-seed-csv,player_translation_league_cup_2025_final.csv,막스 해리슨 샌더스,샌더스,False
18979,255,V. Gyökeres,Viktor Einar,Gyökeres,Viktor Einar Gyökeres,Sweden,Arsenal,England,FA Cup; League Cup; Premier League; UEFA Champions League,빅토르 요케레스,요케레스,verified-seed-csv,player_translation_epl_2025.csv,빅토르 요케레스,요케레스,False
18981,19132,J. Locadia,Jürgen Leonardo,Locadia,Jürgen Leonardo Locadia,Curaçao,,,,위르헌 로카디아,로카디아,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,위르헌 로카디아,로카디아,False
18989,14642,C. Coxe,Cameron Terry,Coxe,Cameron Terry Coxe,Wales,Boreham Wood,England,FA Cup,캐머런 테리 콕스,콕스,verified-seed-csv,player_translation_fa_cup_2025.csv,캐머런 테리 콕스,콕스,False
18993,9567,C. Paterson,Callum Thomas Owen,Paterson,Callum Thomas Owen Paterson,Scotland,Milton Keynes Dons,England,FA Cup; League Cup,캘럼 패터슨,패터슨,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,캘럼 패터슨,패터슨,False
18997,19133,L. Bacuna,Leandro Jones Johan,Bacuna,Leandro Jones Johan Bacuna,Curaçao,,,,레안드로 바쿠나,바쿠나,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,레안드로 바쿠나,바쿠나,False
19000,10840,K. Harris,Kadeem Raymond,Mathurin-Harris,Kadeem Raymond Mathurin-Harris,England,Salford City,England,FA Cup; League Cup,카딤 레이몬드 마투린-해리스,해리스,verified-seed-csv,player_translation_league_cup_2025_final.csv,카딤 레이몬드 마투린-해리스,해리스,False
19002,9864,J. Murphy,Josh,Murphy,Josh Murphy,England,,,,,,nationality-phonetic:England:english,Josh Murphy,지오슈 무르피,무르피,False
19003,9953,J. Ralls,Joseph William,Ralls,Joseph William Ralls,England,,,,,,nationality-phonetic:England:english,Joseph William Ralls,지오세프 우이르리아므 라르르스,라르르스,False
19004,7660,B. De Cordova-Reid,Bobby Armani,De Cordova-Reid,Bobby Armani De Cordova-Reid,Jamaica,Leicester,England,FA Cup,바비 아르마니 데 코르도바-리드,데 코르도바-리드,verified-seed-csv,player_translation_fa_cup_2025.csv,바비 아르마니 데 코르도바-리드,데 코르도바-리드,False
19006,7243,R. Healey,Rhys James,Evitt-Healey,Rhys James Evitt-Healey,England,,,,리언 힐리,힐리,current-clean-ko,player_translation,리언 힐리,힐리,False
19007,4502,J. Hoilett,David Junior Wayne,Hoilett,David Junior Wayne Hoilett,Canada,Canada,Canada,World Cup,데이비드 주니어 웨인 호일렛,호일렛,verified-seed-csv,player_translation_world_cup_2026.current_team.csv,데이비드 주니어 웨인 호일렛,호일렛,False
19008,9586,N. Mendez-Laing,Nathaniel Otis,Méndez-Laing,Nathaniel Otis Méndez-Laing,Guatemala,Milton Keynes Dons,England,League Cup,나달리엘 오티스 멘데스-렝,멘데스-렝,verified-seed-csv,player_translation_league_cup_2025_remaining.csv,나달리엘 오티스 멘데스-렝,멘데스-렝,False
