external_id,eng_name,team,name_ko,short_name_ko,source
21104,R. Kolo Muani,Tottenham,르미콜로 모아니,모아니,previous_csv
414455,Souza,Tottenham,수자,수자,previous_csv
162016,X. Simons,Tottenham,자비 시몬스,시몬스,previous_csv
21998,A. Disasi,West Ham,악셀 디사시,디사시,previous_csv
18753,Adama Traore,West Ham,아모드 트라오레,트라오레,previous_csv
344707,C. Marshall,West Ham,콜린 마샬,마샬,previous_csv
2939,C. Wilson,West Ham,콜린 윌슨,윌슨,previous_csv
409303,E. Diouf,West Ham,엘 하지 말릭 디우프,디우프,curated
553065,E. Mayers,West Ham,에릭 메이어스,메이어스,previous_csv
2284,Emerson,West Ham,엠러손 팔미에리,팔미에리,previous_csv
284446,F. Potts,West Ham,프레이저 포츠,포츠,previous_csv
291363,George Earthy,West Ham,조지 어시,어시,previous_csv
2938,J. Ward-Prowse,West Ham,제임스 워드-프라우스,워드-프라우스,previous_csv
171,K. Walker-Peters,West Ham,카일 워커피터스,워커피터스,curated
404574,Luis Guilherme,West Ham,루이스 길헤르메,길헤르메,previous_csv
665,M. Cornet,West Ham,그날리 막스웰 코르네,막스웰 코르네,previous_csv
15870,M. Hermansen,West Ham,매즈 헤르만센,헤르만센,previous_csv
18744,M. Kilman,West Ham,맥스 킬먼,킬먼,curated
336585,Mateus Fernandes,West Ham,마테우스 페르난데스,페르난데스,curated
21694,N. Aguerd,West Ham,나예프 아게르드,아게르드,previous_csv
301187,Pablo,West Ham,파블로,파블로,previous_csv
326176,S. Magassa,West Ham,숑구투 마가사,마가사,previous_csv
50856,V. Castellanos,West Ham,발렌틴 카스테야노스,카스테야노스,previous_csv
19484,A. Armstrong,Wolves,아담 암스트롱,암스트롱,previous_csv
896,A. Gomes,Wolves,엔젤 고메스,고메스,previous_csv
283272,A. Pond,Wolves,알피 폰드,폰드,curated
265784,Andre,Wolves,안드레,안드레,curated
265782,D. Moller Wolfe,Wolves,다비드 뫼러 볼프,뫼러 볼프,previous_csv
135068,E. Agbadou,Wolves,에마뉘엘 아그바두,아그바두,curated
385726,E. Gonzalez,Wolves,에드가르 곤잘레스,곤잘레스,previous_csv
391822,Fer Lopez,Wolves,페르 로페스,로페스,previous_csv
280687,Hugo Bueno,Wolves,후고 부에노,부에노,previous_csv
24888,Hwang Hee-Chan,Wolves,황희찬,황희찬,curated
13708,J. Arias,Wolves,존 아리아스,아리아스,previous_csv
20665,J. Bellegarde,Wolves,장리크네르 벨가르드,벨가르드,curated
296560,J. Tchatchoua,Wolves,주드 차추아,차추아,previous_csv
195103,Joao Gomes,Wolves,주앙 고메스,고메스,curated
1590,Jose Sa,Wolves,조제 사,사,curated
285,K. Hoever,Wolves,키-자나 호에버,호에버,previous_csv
66407,L. Krejci,Wolves,라디슬라프 크레이치,크레이치,previous_csv
18742,M. Doherty,Wolves,맷 도허티,도허티,curated
456206,M. Mane,Wolves,마테우스 마네,마네,previous_csv
3080,M. Munetsi,Wolves,마셜 무네치,무네치,curated
449245,Pedro Lima,Wolves,페드로 리마,리마,previous_csv
282770,Rodrigo Gomes,Wolves,호드리구 고메스,고메스,curated
7722,S. Kalajdzic,Wolves,사샤 칼라이지치,칼라이지치,curated
110153,T. Arokodare,Wolves,톨루 아로코다레,아로코다레,previous_csv
171035,T. Chirewa,Wolves,타디오 치레와,치레와,previous_csv
41606,Toti Gomes,Wolves,토티 고메스,토티,curated
195717,Y. Mosquera,Wolves,와싱턴 모스케라,모스케라,previous_csv
