external_id,eng_name,country,method,matched_name,name_ko,short_name_ko
7649,Hullbridge Sports,England,phonetic-fallback-openai,,헐브리지 스포츠,헐브리지
8661,Hungerford Town,England,phonetic-fallback-openai,,헝거포드 타운,헝거포드
4694,Hyde United,England,phonetic-fallback-openai,,하이드 유나이티드,하이드
8833,Hythe & Dibden,England,phonetic-fallback-openai,,하이스 & 딥덴,하이스 & 딥덴
7235,Hythe Town,England,phonetic-fallback-openai,,하이스 타운,하이스
8834,Ilford,England,phonetic-fallback-openai,,일포드,일포드
7236,Ilkeston Town,England,phonetic-fallback-openai,,일크스턴 타운,일크스턴
11996,Ipswich Wanderers,England,phonetic-fallback-openai,,이프스위치 완더러스,이프스위치
8835,Irlam,England,phonetic-fallback-openai,,얼람,얼람
24340,Ivybridge Town,England,phonetic-fallback-openai,,아이비브리지 타운,아이비브리지
16987,Jersey Bulls,England,phonetic-fallback-openai,,저지 불스,저지 불스
7237,Kendal Town,England,phonetic-fallback-openai,,켄달 타운,켄달
14413,Kennington,England,phonetic-fallback-openai,,케닝턴,케닝턴
8654,Kettering Town,England,phonetic-fallback-openai,,케터링 타운,케터링
4695,Kidderminster Harriers,England,wikidata-ko-label,Kidderminster Harriers F.C.,키더민스터 해리어스 FC,키더민스터 해리어스 FC
7650,Kidlington,England,phonetic-fallback-openai,,키들링턴,키들링턴
7651,Kidsgrove Athletic,England,phonetic-fallback-openai,,키즈그로브 애슬레틱,키즈그로브
19555,Kimberley Miners Welfare,England,phonetic-fallback-openai,,킴버리 마이너스 웰페어,킴버리
8655,King's Lynn Town,England,phonetic-fallback-openai,,킹스 린 타운,킹스 린
7724,Kings Langley,England,phonetic-fallback-openai,,킹스 랭리,킹스 랭리
7725,Kingstonian,England,phonetic-fallback-openai,,킹스턴리언,킹스턴리언
8839,Kirkley & Pakefield,England,phonetic-fallback-openai,,커클리 & 페이크필드,커클리 & 페이크필드
8840,Knaphill,England,phonetic-fallback-openai,,나필,나필
8841,Knaresborough Town,England,phonetic-fallback-openai,,나레스버러 타운,나레스버러
16989,Lakenheath,England,phonetic-fallback-openai,,레이컨히스,레이컨히스
7726,Lancaster City,England,phonetic-fallback-openai,,랭커스터 시티,랭커스터
8842,Lancing,England,phonetic-fallback-openai,,랜싱,랜싱
24341,Larkfield & New Hythe,England,phonetic-fallback-openai,,라크필드 & 뉴 하이스,라크필드 & 뉴 하이스
7238,Larkhall Athletic,England,phonetic-fallback-openai,,라크홀 애슬레틱,라크홀
19556,Laverstock & Ford,England,phonetic-fallback-openai,,라버스톡 & 포드,라버스톡 & 포드
8656,Leamington,England,phonetic-fallback-openai,,리밍턴,리밍턴
4696,Leatherhead,England,phonetic-fallback-openai,,레더헤드,레더헤드
7239,Leek Town,England,phonetic-fallback-openai,,릭 타운,릭
8844,Leicester Nirvana,England,phonetic-fallback-openai,,레스터 니르바나,레스터 니르바나
8846,Leighton Town,England,phonetic-fallback-openai,,레이튼 타운,레이튼
7727,Leiston,England,phonetic-fallback-openai,,레이스턴,레이스턴
8847,Leverstock Green,England,phonetic-fallback-openai,,레버스톡 그린,레버스톡 그린
7728,Lewes,England,phonetic-fallback-openai,,루이스,루이스
8849,Lichfield City,England,phonetic-fallback-openai,,리치필드 시티,리치필드
7652,Lincoln United,England,phonetic-fallback-openai,,링컨 유나이티드,링컨
8850,Lingfield,England,phonetic-fallback-openai,,링필드,링필드
8851,Litherland Remyca,England,phonetic-fallback-openai,,리더랜드 레미카,리더랜드
8852,Little Common,England,phonetic-fallback-openai,,리틀 커먼,리틀 커먼
14414,Little Oakley,England,phonetic-fallback-openai,,리틀 오클리,리틀 오클리
11998,Littlehampton Town,England,phonetic-fallback-openai,,리틀햄프턴 타운,리틀햄프턴
8853,Liversedge,England,phonetic-fallback-openai,,리버스에지,리버스에지
12104,London Lions,England,phonetic-fallback-openai,,런던 라이언스,런던 라이언스
8856,Long Eaton United,England,phonetic-fallback-openai,,롱 이튼 유나이티드,롱 이튼
8858,Longlevens,England,phonetic-fallback-openai,,롱레븐스,롱레븐스
8859,Longridge Town,England,phonetic-fallback-openai,,롱리지 타운,롱리지
8861,Loughborough University,England,phonetic-fallback-openai,,러프버러 대학,러프버러 대학
8862,Lower Breck,England,phonetic-fallback-openai,,로워 브렉,로워 브렉
7729,Lowestoft Town,England,phonetic-fallback-openai,,로웨스토프트 타운,로웨스토프트
8864,Lutterworth Town,England,phonetic-fallback-openai,,러터워스 타운,러터워스
8865,Lydney Town,England,phonetic-fallback-openai,,리드니 타운,리드니
8866,Lye Town,England,phonetic-fallback-openai,,라이 타운,라이 타운
1380,Macclesfield,England,phonetic-fallback-openai,,매클스필드,매클스필드
1838,Maidenhead,England,phonetic-fallback-openai,,메이든헤드,메이든헤드
1825,Maidstone Utd,England,phonetic-fallback-openai,,메이드스톤 유나이티드,메이드스톤
7654,Maldon & Tiptree,England,phonetic-fallback-openai,,말던 & 티프트리,말던 & 티프트리
8870,Malvern Town,England,phonetic-fallback-openai,,말번 타운,말번
7655,Mangotsfield United,England,phonetic-fallback-openai,,맹고츠필드 유나이티드,맹고츠필드
8871,March Town United,England,phonetic-fallback-openai,,마치 타운 유나이티드,마치 타운
7730,Margate,England,phonetic-fallback-openai,,마게이트,마게이트
7656,Marine,England,phonetic-fallback-openai,,마린,마린
7657,Marlow,England,phonetic-fallback-openai,,말로우,말로우
7658,Marske United,England,phonetic-fallback-openai,,마스크 유나이티드,마스크
7731,Matlock Town,England,phonetic-fallback-openai,,매틀록 타운,매틀록
7241,Melksham Town,England,phonetic-fallback-openai,,멜크셈 타운,멜크셈
8872,Melton Town,England,phonetic-fallback-openai,,멜튼 타운,멜튼
4706,Merstham,England,phonetic-fallback-openai,,머스트햄,머스트햄
7732,Merthyr Town,Wales,phonetic-fallback-openai,,머서 타운,머서
4683,Metropolitan Police,England,phonetic-fallback,,메트로폴리탄 폴리스,메트로폴리탄 폴리스
7733,Mickleover Sports,England,phonetic-fallback-openai,,믹클오버 스포츠,믹클오버
19557,Midhurst & Easebourne,England,phonetic-fallback-openai,,미드허스트 & 이즈본,미드허스트 & 이즈본
8873,Mildenhall Town,England,phonetic-fallback-openai,,밀덴할 타운,밀덴할
24342,Millbrook FC,England,phonetic-fallback-openai,,밀브룩 FC,밀브룩
16990,Milton Keynes Irish,England,phonetic-fallback-openai,,밀턴 키인스 아이리시,밀턴 키인스
12004,Milton United,England,phonetic-fallback-openai,,밀턴 유나이티드,밀턴
7659,Moneyfields,England,phonetic-fallback-openai,,머니필즈,머니필즈
1375,Morecambe,England,wikidata-ko-label,Morecambe F.C.,모컴 FC,모컴 FC
7734,Morpeth Town,England,phonetic-fallback-openai,,모퍼스 타운,모퍼스
7660,Mossley,England,phonetic-fallback-openai,,모슬리,모슬리
26218,Moulton,England,phonetic-fallback-openai,,몰튼,몰튼
16991,Mousehole,England,phonetic-fallback-openai,,마우스홀,마우스홀
8875,Mulbarton Wanderers,England,phonetic-fallback-openai,,머바튼 원더러스,머바튼
21709,Nailsea & Tickenham,England,phonetic-fallback-openai,,네일시 & 티켄햄,네일시 & 티켄햄
4697,Nantwich Town,England,phonetic-fallback-openai,,낸트위치 타운,낸트위치
7735,Needham Market,England,phonetic-fallback-openai,,니덤 마켓,니덤 마켓
12007,New Milton Town,England,phonetic-fallback-openai,,뉴 밀턴 타운,뉴 밀턴
14418,Newark Flowserve,England,phonetic-fallback-openai,,뉴어크 플로우서브,뉴어크 플로우서브
24343,Newark Town,England,phonetic-fallback-openai,,뉴어크 타운,뉴어크 타운
8876,Newcastle Benfield,England,phonetic-fallback-openai,,뉴캐슬 벤필드,뉴캐슬 벤필드
24344,Newcastle Blue Star,England,phonetic-fallback-openai,,뉴캐슬 블루 스타,뉴캐슬 블루 스타
7242,Newcastle Town,England,phonetic-fallback-openai,,뉴캐슬 타운,뉴캐슬 타운
8877,Newhaven,England,phonetic-fallback-openai,,뉴헤이븐,뉴헤이븐
17072,Newmarket,Australia,phonetic-fallback-openai,,뉴마켓,뉴마켓
8878,Newmarket Town,England,phonetic-fallback-openai,,뉴마켓 타운,뉴마켓 타운
8879,Newport Pagnell Town,England,phonetic-fallback-openai,,뉴포트 패그넬 타운,뉴포트 패그넬
26219,Newquay,England,phonetic-fallback-openai,,뉴퀘이,뉴퀘이
8880,Newton Aycliffe,England,phonetic-fallback-openai,,뉴튼 에이클리프,뉴튼 에이클리프
16992,North Ferriby,England,phonetic-fallback-openai,,노스 페리비,노스 페리비
8881,North Greenford United,England,phonetic-fallback-openai,,노스 그린포드 유나이티드,노스 그린포드
7661,North Leigh,England,phonetic-fallback-openai,,노스 리,노스 리
8882,North Shields,England,phonetic-fallback-openai,,노스 실즈,노스 실즈
8883,Northallerton Town,England,phonetic-fallback-openai,,노던터튼 타운,노던터튼
8884,Northampton ON Chenecks,England,phonetic-fallback-openai,,노던햄프턴 온 체넥스,노던햄프턴
8885,Northwich Victoria,England,wikidata-ko-label,Northwich Victoria F.C.,노스위치 빅토리아 FC,노스위치 빅토리아 FC
7243,Northwood,England,phonetic-fallback-openai,,노스우드,노스우드
10159,Nuneaton Town,England,phonetic-fallback-openai,,누니튼 타운,누니튼
8889,Oadby Town,England,phonetic-fallback-openai,,오드비 타운,오드비
12106,Oldland Abbotonians,England,phonetic-fallback-openai,,올랜드 애버토니안스,올랜드 애버토니안스
7662,Ossett United,England,phonetic-fallback-openai,,오스웻 유나이티드,오스웻 유나이티드
4684,Oxford City,England,phonetic-fallback-openai,,옥스포드 시티,옥스포드
8892,Padiham,England,phonetic-fallback-openai,,파디햄,파디햄
8893,Pagham,England,phonetic-fallback-openai,,파검,파검
12013,Parkgate,England,phonetic-fallback-openai,,파크게이트,파크게이트
7244,Paulton Rovers,England,phonetic-fallback-openai,,폴턴 로버스,폴턴 로버스
8894,Peacehaven & Telscombe,England,phonetic-fallback-openai,,피스헤이븐 & 텔스콤,피스헤이븐 & 텔스콤
8895,Penistone Church,England,phonetic-fallback-openai,,페니스톤 처치,페니스톤 처치
8896,Penrith AFC,England,phonetic-fallback-openai,,펜리스 AFC,펜리스 AFC
24345,Pershore Town,England,phonetic-fallback-openai,,퍼셔 타운,퍼셔 타운
7737,Peterborough Sports,England,phonetic-fallback-openai,,피터버러 스포츠,피터버러 스포츠
12015,Petersfield Town,England,phonetic-fallback-openai,,피터스필드 타운,피터스필드
7245,Phoenix Sports,England,phonetic-fallback-openai,,피닉스 스포츠,피닉스 스포츠
7246,Pickering Town,England,phonetic-fallback-openai,,피커링 타운,피커링
21711,Pilkington,England,phonetic-fallback-openai,,필킨턴,필킨턴
8899,Plymouth Parkway,England,phonetic-fallback-openai,,플리머스 파크웨이,플리머스 파크웨이
7247,Pontefract Collieries,England,phonetic-fallback-openai,,폰테프랙트 콜리어리스,폰테프랙트 콜리어리스
7738,Poole Town,England,phonetic-fallback-openai,,풀 타운,풀 타운
24346,Portishead Town,England,phonetic-fallback-openai,,포티스헤드 타운,포티스헤드
8900,Portland United,England,phonetic-fallback-openai,,포틀랜드 유나이티드,포틀랜드
7739,Potters Bar Town,England,phonetic-fallback-openai,,포터스 바 타운,포터스 바
8901,Potton United,England,phonetic-fallback-openai,,포튼 유나이티드,포튼 유나이티드
7663,Prescot Cables,England,phonetic-fallback-openai,,프레스콧 케이블스,프레스콧 케이블스
16993,Prestwich Heys,England,phonetic-fallback-openai,,프레스위치 헤이스,프레스위치 헤이스
8902,Punjab United,England,phonetic-fallback-openai,,펀자브 유나이티드,펀자브 유나이티드
8903,Quorn,England,phonetic-fallback-openai,,쿼른,쿼른
8904,Racing Club Warwick,England,phonetic-fallback-openai,,레이싱 클럽 워윅,레이싱 클럽 워윅
7740,Radcliffe,England,wikidata-ko-label,Radcliffe F.C.,래드클리프 FC,래드클리프 FC
7664,Ramsbottom United,England,phonetic-fallback-openai,,램스바텀 유나이티드,램스바텀
7665,Ramsgate,England,phonetic-fallback-openai,,램스게이트,램스게이트
17078,Rayners Lane,England,phonetic-fallback-openai,,레이너스 레인,레이너스 레인
8906,Raynes Park Vale,England,phonetic-fallback-openai,,레인스 파크 베일,레인스 파크 베일
8907,Reading City,England,phonetic-fallback-openai,,레딩 시티,레딩 시티
21712,Real Bedford,England,phonetic-fallback-openai,,리얼 베드포드,리얼 베드포드
8908,Redbridge,England,phonetic-fallback-openai,,레드브리지,레드브리지
16994,Redcar Athletic,England,phonetic-fallback-openai,,레드카 애슬레틱,레드카 애슬레틱
7741,Redditch United,England,phonetic-fallback-openai,,레딧치 유나이티드,레딧치 유나이티드
8909,Redhill,England,phonetic-fallback-openai,,레드힐,레드힐
12021,Risborough Rangers,England,phonetic-fallback-openai,,리즈버러 레인저스,리즈버러 레인저스
1339,Rochdale,England,phonetic-fallback-openai,,로치데일,로치데일
19265,Roffey,England,phonetic-fallback-openai,,로피,로피
8910,Roman Glass St George,England,phonetic-fallback-openai,,로만 글래스 세인트 조지,로만 글래스 세인트 조지
7248,Romford,England,phonetic-fallback-openai,,롬퍼드,롬퍼드
8912,Romulus,England,phonetic-fallback-openai,,로뮬러스,로뮬러스
12147,Rossington Main,England,phonetic-fallback-openai,,로싱턴 메인,로싱턴 메인
8914,Royal Wootton,England,phonetic-fallback-openai,,로얄 우튼,로얄 우튼
7742,Royston Town,England,phonetic-fallback-openai,,로이스턴 타운,로이스턴 타운
21713,Rugby Borough,England,phonetic-fallback-openai,,러그비 보러,러그비 보러
8915,Rugby Town,England,phonetic-fallback-openai,,러그비 타운,러그비 타운
7666,Runcorn Linnets,England,phonetic-fallback-openai,,런콘 린넷츠,런콘 린넷츠
7743,Rushall Olympic,England,phonetic-fallback-openai,,러셀 올림픽,러셀 올림픽
8917,Rusthall,England,phonetic-fallback-openai,,러스트홀,러스트홀
8918,Rylands,England,phonetic-fallback-openai,,라일랜즈,라일랜즈
8919,Saffron Walden Town,England,phonetic-fallback-openai,,사프론 월든 타운,사프론 월든 타운
7744,Salisbury,England,wikidata-ko-label,Salisbury F.C.,솔즈베리 FC,솔즈베리 FC
8920,Saltash United,England,phonetic-fallback-openai,,살타시 유나이티드,살타시 유나이티드
8922,Sawbridgeworth Town,England,phonetic-fallback-openai,,사우브리지워스 타운,사우브리지워스 타운
7745,Scarborough Athletic,England,phonetic-fallback-openai,,스카버러 어슬레틱,스카버러 어슬레틱
1340,Scunthorpe,England,phonetic-fallback-openai,,스컨소프,스컨소프
26220,Seaford Town,England,phonetic-fallback-openai,,시퍼드 타운,시퍼드 타운
7249,Sevenoaks Town,England,phonetic-fallback-openai,,세브녹스 타운,세브녹스 타운
8926,Shaftesbury Town,England,phonetic-fallback-openai,,샤프츠버리 타운,샤프츠버리 타운
8927,Sheerwater,England,phonetic-fallback-openai,,시어워터,시어워터
7667,Sheffield,England,wikidata-ko-label,Sheffield F.C.,셰필드 FC,셰필드 FC
8928,Sheppey United,England,phonetic-fallback-openai,,셰피 유나이티드,셰피 유나이티드
8929,Shepshed Dynamo,England,phonetic-fallback-openai,,셉셰드 다이나모,셉셰드 다이나모
8930,Shepton Mallet,England,phonetic-fallback-openai,,셉턴 말렛,셉턴 말렛
12026,Sherborne Town,England,phonetic-fallback-openai,,셔번 타운,셔번 타운
8931,Sherwood Colliery,England,phonetic-fallback-openai,,셔우드 콜리어리,셔우드 콜리어리
12149,Shifnal Town FC,England,phonetic-fallback-openai,,시프널 타운 FC,시프널 타운 FC
8932,Shildon AFC,England,phonetic-fallback-openai,,실던 AFC,실던 AFC
7668,Sholing,England,phonetic-fallback-openai,,쇼링,쇼링
8933,Shoreham,England,phonetic-fallback-openai,,쇼어햄,쇼어햄
26221,Sidmouth Town,England,phonetic-fallback-openai,,시드머스 타운,시드머스 타운
12028,Sileby Rangers,England,phonetic-fallback-openai,,실비 레인저스,실비 레인저스
8936,Silsden,England,phonetic-fallback-openai,,실스덴,실스덴
7250,Sittingbourne,England,phonetic-fallback-openai,,싯팅본,싯팅본
16995,Skegness Town,England,phonetic-fallback-openai,,스케그네스 타운,스케그네스 타운
7669,Slimbridge,England,phonetic-fallback-openai,,슬림브리지,슬림브리지
4685,Slough Town,England,phonetic-fallback-openai,,슬로우 타운,슬로우 타운
21714,Snodland Town,England,phonetic-fallback-openai,,스노들랜드 타운,스노들랜드 타운
7670,Soham Town Rangers,England,phonetic-fallback-openai,,소햄 타운 레인저스,소햄
1834,Solihull Moors,England,wikidata-ko-label,Solihull Moors F.C.,솔리헐 무어스 FC,솔리헐 무어스 FC
24347,South Liverpool,England,phonetic-fallback-openai,,사우스 리버풀,사우스 리버풀
7251,South Park,England,phonetic-fallback-openai,,사우스 파크,사우스 파크
7746,South Shields,England,phonetic-fallback-openai,,사우스 실즈,사우스 실즈
8941,Southall,England,phonetic-fallback-openai,,사우스올,사우스올
1341,Southend,England,phonetic-fallback-openai,,사우센드,사우센드
1826,Southport,England,wikidata-ko-label,Southport F.C.,사우스포트 FC,사우스포트 FC
7671,Spalding United,England,phonetic-fallback-openai,,스폴딩 유나이티드,스폴딩
4707,Spennymoor Town,England,phonetic-fallback-openai,,스페니무어 타운,스페니무어 타운
8944,Sporting Bengal United,England,phonetic-fallback-openai,,스포팅 벵골 유나이티드,스포팅 벵골
24348,Sporting Club Inkberrow,England,phonetic-fallback-openai,,스포팅 클럽 잉크버로우,스포팅 클럽 잉크버로우
8945,Sporting Khalsa,England,phonetic-fallback-openai,,스포팅 칼사,스포팅 칼사
4708,St Albans City,England,phonetic-fallback-openai,,세인트 알번스 시티,알번스 시티
8947,St Austell,England,phonetic-fallback-openai,,세인트 오스텔,세인트 오스텔
12112,St Blazey,England,phonetic-fallback-openai,,세인트 블레이지,세인트 블레이지
24349,St Helens,England,phonetic-fallback-openai,,세인트 헬렌스,세인트 헬렌스
7747,St Ives Town,England,wikidata-ko-label,St Ives Town F.C.,세인트 아이브스 타운 FC,세인트 아이브스 타운 FC
7672,St Neots Town,England,phonetic-fallback-openai,,세인트 니옷스 타운,세인트 니옷스
7748,Stafford Rangers,England,phonetic-fallback-openai,,스타포드 레인저스,스타포드
7749,Stalybridge Celtic,England,wikidata-ko-label,Stalybridge Celtic F.C.,스텔리브릿지 셀틱 FC,스텔리브릿지 셀틱 FC
4709,Stamford,England,phonetic-fallback-openai,,스탬포드,스탬포드
14424,Stansfeld,England,phonetic-fallback-openai,,스탠스펠드,스탠스펠드
8950,Stanway Rovers,England,phonetic-fallback-openai,,스탠웨이 로버스,스탠웨이 로버스
8952,Steyning Town,England,phonetic-fallback-openai,,스타이닝 타운,스타이닝
21715,Stockport Town,England,phonetic-fallback-openai,,스톡포트 타운,스톡포트 타운
7252,Stocksbridge Park Steels,England,wikidata-ko-label,Stocksbridge Park Steels F.C.,스톡스브리지 파크 스틸즈,스톡스브리지 파크 스틸즈
8953,Stockton Town,England,phonetic-fallback-openai,,스톡턴 타운,스톡턴 타운
8954,Stone Old Alleynians,England,phonetic-fallback-openai,,스톤 올드 앨리니안스,스톤 올드 앨리니안스
8955,Stotfold,England,phonetic-fallback-openai,,스토폴드,스토폴드
4710,Stourbridge,England,phonetic-fallback-openai,,스타우브리지,스타우브리지
8956,Stourport Swifts,England,phonetic-fallback-openai,,스타포트 스위프츠,스타포트 스위프츠
8957,Stowmarket Town,England,phonetic-fallback-openai,,스토우마켓 타운,스토우마켓
7750,Stratford Town,England,phonetic-fallback-openai,,스트랫포드 타운,스트랫포드
8958,Street,England,phonetic-fallback-openai,,스트리트,스트리트
12078,Studley,England,phonetic-fallback-openai,,스터들리,스터들리
8961,Sutton Athletic,England,phonetic-fallback-openai,,섹튼 애슬레틱,섹튼 애슬레틱
7253,Sutton Coldfield Town,England,phonetic-fallback-openai,,섹튼 콜드필드 타운,섹튼 콜드필드
8962,Sutton Common Rovers,England,phonetic-fallback-openai,,섹튼 커먼 로버스,섹튼 커먼
1835,Sutton Utd,England,phonetic-fallback-openai,,섹튼 유나이티드,섹튼
7751,Swindon Supermarine,England,phonetic-fallback-openai,,스윈던 수퍼마린,스윈던 수퍼마린
7674,Tadcaster Albion,England,phonetic-fallback-openai,,타드캐스터 알비온,타드캐스터 알비온
8964,Tadley Calleva,England,phonetic-fallback-openai,,타들리 칼레바,타들리 칼레바
8965,Takeley,England,phonetic-fallback-openai,,테클리,테클리
7752,Tamworth,England,wikidata-ko-label,Tamworth F.C.,탬워스 FC,탬워스 FC
4711,Taunton Town,England,phonetic-fallback-openai,,톤톤 타운,톤톤 타운
8966,Tavistock,England,phonetic-fallback-openai,,타비스톡,타비스톡
8967,Thackley,England,phonetic-fallback-openai,,쎄클리,쎄클리
7675,Thame United,England,phonetic-fallback-openai,,테임 유나이티드,테임
7254,Thatcham Town,England,phonetic-fallback-openai,,테첨 타운,테첨
8969,Thetford Town,England,phonetic-fallback-openai,,테트포드 타운,테트포드
8970,Thornaby,England,phonetic-fallback-openai,,소나비,소나비
8971,Thornbury Town,England,phonetic-fallback-openai,,소른버리 타운,소른버리
7676,Three Bridges,England,phonetic-fallback-openai,,쓰리 브리지스,쓰리 브리지스
7255,Tilbury,England,phonetic-fallback-openai,,틸버리,틸버리
7753,Tiverton Town,England,phonetic-fallback-openai,,티베튼 타운,티베튼
8972,Tividale,England,phonetic-fallback-openai,,티비데일,티비데일
8662,Tonbridge Angels,England,phonetic-fallback-openai,,톤브리지 엔젤스,톤브리지
7256,Tooting & Mitcham United,England,phonetic-fallback-openai,,투팅 & 미첨 유나이티드,투팅 & 미첨
12080,Torpoint Athletic,England,phonetic-fallback-openai,,토르포인트 애슬레틱,토르포인트
1827,Torquay,England,phonetic-fallback-openai,,토키,토키
8974,Tower Hamlets,England,phonetic-fallback-openai,,타워 햄릿츠,타워 햄릿츠
7677,Trafford,England,phonetic-fallback-openai,,트래퍼드,트래퍼드
8975,Tring Athletic,England,phonetic-fallback-openai,,트링 애슬레틱,트링
4699,Truro City,England,phonetic-fallback-openai,,트루로 시티,트루로
8976,Tuffley Rovers,England,phonetic-fallback-openai,,터플리 로버스,터플리
8977,Tunbridge Wells,England,phonetic-fallback-openai,,턴브리지 웰스,턴브리지
7754,United of Manchester,England,phonetic-fallback-openai,,유나이티드 오브 맨체스터,맨체스터
16997,Uttoxeter Town,England,phonetic-fallback-openai,,아톡스터 타운,아톡스터
7257,Uxbridge,England,phonetic-fallback-openai,,억스브리지,억스브리지
8980,Varndeanians,England,phonetic-fallback-openai,,반디니안스,반디니안스
8981,Vauxhall Motors,England,phonetic-fallback-openai,,보우홀 모터스,보우홀
7258,VCD Athletic,England,phonetic-fallback-openai,,브이씨디 애슬레틱,브이씨디
8982,Virginia Water,England,phonetic-fallback-openai,,버지니아 워터,버지니아
21716,Wallingford & Crowmarsh,England,phonetic-fallback-openai,,월링포드 & 크로마시,월링포드
8984,Walsham Le Willows,England,phonetic-fallback-openai,,왈샘 르 윌로우스,왈샘 르 윌로우스
7259,Waltham Abbey,England,phonetic-fallback-openai,,웰덤 애비,웰덤 애비
8985,Walthamstow,England,phonetic-fallback-openai,,웰덤스토우,웰덤스토우
8986,Walton & Hersham,England,phonetic-fallback-openai,,왈튼 & 허샴,왈튼 & 허샴
7678,Ware,England,phonetic-fallback-openai,,웨어,웨어
7756,Warrington Town,England,phonetic-fallback-openai,,워링턴 타운,워링턴
8663,Wealdstone,England,phonetic-fallback-openai,,웨이머스,웨이머스
8664,Welling United,England,wikidata-ko-label,Welling United F.C.,웰링 유나이티드 FC,웰링 유나이티드 FC
8989,Wellingborough Town,England,phonetic-fallback,,웰링버러 타운,웰링버러
8990,Wellington AFC,England,phonetic-fallback,,웰링턴 AFC,웰링턴
26222,Welwyn,England,phonetic-fallback,,웰윈,웰윈
7679,Welwyn Garden City,England,phonetic-fallback,,웰윈 가든 시티,웰윈 가든
12041,West Allotment Celtic,England,phonetic-fallback,,웨스트 얼로트먼트 셀틱,웨스트 얼로트먼트
8992,West Auckland Town,England,phonetic-fallback,,웨스트 오클랜드 타운,웨스트 오클랜드
8993,West Didsbury & Chorlton,England,phonetic-fallback,,웨스트 디즈버리 & 촐턴,웨스트 디즈버리
8994,West Essex,England,phonetic-fallback,,웨스트 에식스,웨스트 에식스
8995,Westbury United,England,phonetic-fallback,,웨스트버리 유나이티드,웨스트버리
7261,Westfield (Surrey),England,phonetic-fallback,,웨스트필드 (서리),웨스트필드
4712,Westfields,England,phonetic-fallback,,웨스트필즈,웨스트필즈
4687,Weston-super-Mare,England,phonetic-fallback,,웨스턴슈퍼메어,웨스턴슈퍼메어
8665,Weymouth,England,phonetic-fallback,,웨이머스,웨이머스
8996,Whickham,England,phonetic-fallback-openai,,위컴,위컴
7757,Whitby Town,England,phonetic-fallback-openai,,위트비 타운,위트비
8997,Whitchurch Alport,England,phonetic-fallback-openai,,위처처 알포트,위처처 알포트
8998,White Ensign,England,phonetic-fallback-openai,,화이트 엔신,화이트 엔신
4713,Whitehawk,England,phonetic-fallback-openai,,화이트호크,화이트호크
8999,Whitley Bay,England,phonetic-fallback-openai,,휘틀리 베이,휘틀리 베이
7680,Whitstable Town,England,phonetic-fallback-openai,,위트스터블 타운,위트스터블
7262,Whyteleafe,England,phonetic-fallback-openai,,와이텔리프,와이텔리프
24350,Wick,England,phonetic-fallback-openai,,윅,윅
7681,Widnes,England,phonetic-fallback-openai,,위드니스,위드니스
7263,Willand Rovers,England,phonetic-fallback-openai,,윌랜드 로버스,윌랜드
7758,Wimborne Town,England,phonetic-fallback-openai,,윔본 타운,윔본
12044,Wincanton Town,England,phonetic-fallback-openai,,윈캔턴 타운,윈캔턴
7682,Winchester City,England,phonetic-fallback-openai,,윈체스터 시티,윈체스터
26226,Windsor & Eton,England,phonetic-fallback-openai,,윈저 & 이튼,윈저 & 이튼
7759,Wingate & Finchley,England,phonetic-fallback-openai,,윙게이트 & 핀치리,윙게이트 & 핀치리
9003,Winsford United,England,phonetic-fallback-openai,,윈스퍼드 유나이티드,윈스퍼드
9004,Winslow United,England,phonetic-fallback-openai,,윈슬로우 유나이티드,윈슬로우
7683,Wisbech Town,England,phonetic-fallback-openai,,위스베치 타운,위스베치
7264,Witham Town,England,phonetic-fallback-openai,,위덤 타운,위덤
7760,Witton Albion,England,phonetic-fallback-openai,,위튼 알비온,위튼 알비온
1836,Woking,England,wikidata-ko-label,Woking F.C.,워킹 F.C.,워킹 F.C.
25122,Wokingham Town,England,phonetic-fallback-openai,,워킹햄 타운,워킹햄
26223,Wombwell Town,England,phonetic-fallback-openai,,웜웰 타운,웜웰
9008,Woodbridge Town,England,phonetic-fallback-openai,,우드브리지 타운,우드브리지
9009,Woodford Town,England,phonetic-fallback-openai,,우드포드 타운,우드포드
9010,Worcester City,England,phonetic-fallback-openai,,워체스터 시티,워체스터
19560,Worcester Raiders,England,phonetic-fallback-openai,,워체스터 레이더스,워체스터 레이더스
7265,Workington,England,phonetic-fallback-openai,,워킹턴,워킹턴
7266,Worksop Town,England,phonetic-fallback-openai,,워크십 타운,워크십
24351,Wormley Rovers,England,phonetic-fallback-openai,,웜리 로버스,웜리
7761,Worthing,England,wikidata-ko-label,Worthing F.C.,워딩 FC,워딩 FC
9011,Wroxham,England,phonetic-fallback-openai,,록스햄,록스햄
14428,Wythenshawe Amateurs,England,phonetic-fallback-openai,,위덴쇼 애마추어스,위덴쇼 애마추어스
16998,Wythenshawe Town,England,phonetic-fallback-openai,,위덴쇼 타운,위덴쇼
7762,Yate Town,England,phonetic-fallback-openai,,예이트 타운,예이트
7267,Yaxley,England,phonetic-fallback-openai,,억슬리,억슬리
1377,Yeovil Town,England,wikidata-ko-label,Yeovil Town F.C.,요빌 타운 FC,요빌 타운 FC
1828,York,England,phonetic-fallback-openai,,요크,요크
