"id","player_id","team_id","eng_name","kor_name","kor_short_name","created_at"
576,415232,1595,Kalani Kossa-Rienzi,칼라니 코사-리엔지,코사-리엔지,2025-06-20 05:40:53.944
578,6503,530,Nahuel Molina,나우엘 몰리나,몰리나,2025-06-20 05:40:55.560
585,1771,127,Ayrton Lucas,아이르톤 루카스,루카스,2025-06-20 19:32:59.207
592,22238,127,Luiz Araújo,루이즈 아라우주,아라우주,2025-06-20 19:32:59.277
604,135059,980,Amine Ben Hmida,아민 벤 흐미다,벤 흐미다,2025-06-20 20:45:17.860
615,344508,980,Mohamed Wael Derbali,모하메드 와엘 데르발리,와엘 데르발리,2025-06-20 20:45:18.260
620,159395,2537,C. Gray,그레이,그레이,2025-06-20 20:45:48.110
626,18755,45,João Virgínia,조앙 비르지니아,비르지니아,2025-06-20 21:03:09.729
633,15683,569,G. Nilsson,지. 닐슨,닐슨,2025-06-20 21:04:38.441
638,10311,124,Ganso,간소,간소,2025-06-22 07:34:05.752
643,16847,124,Keno,케노,케노,2025-06-22 07:34:07.371
644,224658,2767,Yool Heo,허율,허율,2025-06-22 07:34:07.373
646,2550,435,Paulo Díaz,파울로 디아즈,디아즈,2025-06-22 07:36:19.530
648,1211,435,M. Kranevitter,엠 크라네비테르,크라네비테르,2025-06-22 07:36:21.037
31,483,85,K. Kvaratskhelia,케이브라츠클리아,이브라츠클리아,2025-06-15 18:00:20.509
34,153,85,O. Dembélé,오스만 덤벨레,덤벨레,2025-06-15 18:00:20.510
37,16367,85,W. Pacho,W. 파초,파초,2025-06-15 18:00:20.532
39,30558,505,N. Barella,엔조 바렐라,바렐라,2025-06-15 18:00:20.532
42,263482,85,Nuno Mendes,누누 멘데스,멘데스,2025-06-15 18:00:20.554
44,1457,505,H. Mkhitaryan,H. 미키타리안,미키타리안,2025-06-15 18:00:20.554
47,217,505,L. Martínez,엘 마르티네스,마르티네스,2025-06-15 18:00:20.569
52,328,85,Fabián Ruiz,파비안 루이스,루이스,2025-06-15 18:00:20.594
54,10238,505,Carlos Augusto,카를로스 아우구스투,아우구스투,2025-06-15 18:00:21.148
58,290,40,V. van Dijk,브이 반 다이크,반 다이크,2025-06-15 18:00:47.081
61,180317,40,C. Bradley,C. 브래들리,브래들리,2025-06-15 18:00:47.112
67,2489,40,L. Díaz,엘 디아즈,디아즈,2025-06-15 18:00:47.168
70,20995,52,M. Lacroix,엠 라크루아,라크루아,2025-06-15 18:00:47.186
73,18806,52,W. Hughes,W. 휴즈,휴즈,2025-06-15 18:00:47.223
75,2601,52,D. Kamada,D. 카마다,카마다,2025-06-15 18:00:47.234
79,288102,52,A. Wharton,에이 워튼,워튼,2025-06-15 18:00:49.266
82,3339,52,C. Doucoure,C. 두쿠레,두쿠레,2025-06-15 18:00:49.277
85,131,36,Jorge Cuenca,호르헤 쿠엔카,쿠엔카,2025-06-15 18:00:57.673
88,657,36,K. Tete,케네디 테테,테테,2025-06-15 18:00:57.681
91,899,36,Andreas Pereira,안드레아스 페레이라,페레이라,2025-06-15 18:00:57.720
94,2823,36,S. Lukić,에스 루키치,루키치,2025-06-15 18:00:57.726
97,41621,50,Matheus Nunes,마테우스 누네스,누네스,2025-06-15 18:00:57.756
100,129033,50,J. Gvardiol,J. 그바르디올,그바르디올,2025-06-15 18:00:57.768
102,81573,50,Omar Marmoush,오마르 마르무쉬,마르무쉬,2025-06-15 18:00:57.784
1120,163189,34,M. Thiaw,엠 티아우,티아우,2025-08-25 20:42:51.488
108,889,33,V. Lindelöf,빅토르 린델로프,린델로프,2025-06-15 18:01:06.952
111,2935,33,H. Maguire,해리 맥과이어,맥과이어,2025-06-15 18:01:06.953
116,382452,33,P. Dorgu,피 도르구,도르구,2025-06-15 18:01:07.139
117,19220,33,M. Mount,엠 마운트,마운트,2025-06-15 18:01:07.139
118,288006,33,R. Højlund,알 호이룬,호이룬,2025-06-15 18:01:07.139
122,46815,66,Pau Torres,파우 토레스,토레스,2025-06-15 18:01:07.421
123,1904,66,B. Kamara,비. 카마라,카마라,2025-06-15 18:01:07.421
124,162714,66,A. Onana,에이 오나나,오나나,2025-06-15 18:01:07.421
127,19366,66,O. Watkins,오. 왓킨스,왓킨스,2025-06-15 18:01:07.593
128,746,66,Marco Asensio,마르코 아센시오,아센시오,2025-06-15 18:01:07.601
130,206254,35,M. Kerkez,엠 케르케즈,케르케즈,2025-06-15 18:01:15.756
132,161671,35,I. Zabarnyi,이. 자바르니,자바르니,2025-06-15 18:01:15.760
134,6610,35,M. Senesi,엠 세네시,세네시,2025-06-15 18:01:15.772
137,18870,35,D. Brooks,D. 브룩스,브룩스,2025-06-15 18:01:15.799
139,152970,46,J. Stolarczyk,J. 스톨라르치크,스톨라르치크,2025-06-15 18:01:15.808
140,152856,35,Evanilson,에바닐손,바닐손,2025-06-15 18:01:15.811
143,19760,46,J. Justin,제이 저스틴,저스틴,2025-06-15 18:01:15.838
145,180,46,O. Skipp,오. 스킵,스킵,2025-06-15 18:01:15.847
146,22233,46,B. Soumaré,비. 수마레,수마레,2025-06-15 18:01:15.855
148,3428,46,J. Ayew,제이 아예우,아예우,2025-06-15 18:01:15.867
149,158710,46,V. Kristiansen,브레이튼 크리스티안센,크리스티안센,2025-06-15 18:01:15.868
153,402432,35,B. Winterburn,비. 윈터번,윈터번,2025-06-15 18:01:16.957
154,417310,46,O. Aluko,오. 알루코,알루코,2025-06-15 18:01:16.969
155,363333,35,J. Soler,J. 솔레르,솔레르,2025-06-15 18:01:16.980
158,25287,47,K. Danso,K. 단소,단소,2025-06-15 18:01:36.307
159,47519,47,Pedro Porro,페드로 포로,포로,2025-06-15 18:01:36.307
160,152849,47,M. van de Ven,엠 반 더 벤,반 더 벤,2025-06-15 18:01:36.307
162,204039,47,D. Udogie,D. 우도기,우도기,2025-06-15 18:01:36.309
161,31354,47,G. Vicario,지 비카리오,비카리오,2025-06-15 18:01:36.309
163,328089,47,A. Gray,에이 그레이,그레이,2025-06-15 18:01:36.325
164,237129,47,P. Sarr,P. 사르,사르,2025-06-15 18:01:36.339
165,18883,47,D. Solanke,D. 솔랭케,솔랭케,2025-06-15 18:01:36.339
166,129711,47,B. Johnson,비. 존슨,존슨,2025-06-15 18:01:36.340
167,863,47,R. Bentancur,로드리고 벤탄쿠르,벤탄쿠르,2025-06-15 18:01:36.341
168,270510,47,M. Tel,엠 텔,텔,2025-06-15 18:01:36.342
169,129058,51,B. Verbruggen,비. 베르브루헨,베르브루헨,2025-06-15 18:01:36.354
170,92993,51,M. Wieffer,엠. 위퍼,위퍼,2025-06-15 18:01:36.371
171,19265,51,A. Webster,에이 웹스터,웹스터,2025-06-15 18:01:36.372
172,7600,51,Igor Julio,이고르 후리오,후리오,2025-06-15 18:01:36.372
173,38695,51,J. van Hecke,제이 반 헤커,반 헤커,2025-06-15 18:01:36.372
174,301771,51,S. Adingra,에스 아딩그라,아딩그라,2025-06-15 18:01:36.372
175,356041,51,C. Baleba,C. 발레바,발레바,2025-06-15 18:01:36.390
176,265820,51,Y. Ayari,와세드 아야리,아야리,2025-06-15 18:01:36.399
177,305730,51,J. Hinshelwood,J. 힌셀우드,힌셀우드,2025-06-15 18:01:36.399
178,383685,51,Y. Minteh,와이 민테,민테,2025-06-15 18:01:36.400
179,328225,51,B. Gruda,비. 그루다,그루다,2025-06-15 18:01:36.403
180,19030,51,M. O'Riley,엠 오라일리,오라일리,2025-06-15 18:01:37.421
181,278370,51,D. Gómez,D. 고메스,고메스,2025-06-15 18:01:37.423
182,296,51,J. Milner,제임스 밀너,밀너,2025-06-15 18:01:37.429
183,537,51,J. Veltman,제프리 펠트만,펠트만,2025-06-15 18:01:37.429
184,162552,47,D. Scarlett,D. 스칼렛,스칼렛,2025-06-15 18:01:37.942
185,18973,51,S. March,에스 마르치,마르치,2025-06-15 18:01:37.942
186,18960,51,J. Steele,제이 스틸,스틸,2025-06-15 18:01:37.942
187,90590,51,G. Rutter,지 러터,러터,2025-06-15 18:01:37.943
188,138815,51,T. Lamptey,티 램프테이,램프테이,2025-06-15 18:01:37.943
189,1361,51,F. Kadioglu,F. 카디올루,카디올루,2025-06-15 18:01:37.943
216,135068,39,E. Agbadou,에. 아그바두,아그바두,2025-06-15 18:38:37.085
1280,550,194,K. Dolberg,케빈 돌베르그,돌베르그,2025-10-01 02:22:51.711
191,138780,65,N. Williams,엔 윌리엄스,윌리엄스,2025-06-15 18:20:09.659
193,2919,65,M. Sels,엠 셀스,셀스,2025-06-15 18:20:09.661
194,6056,65,N. Domínguez,엔 도밍게스,도밍게스,2025-06-15 18:20:09.660
196,153430,65,A. Elanga,A. 엘랑가,엘랑가,2025-06-15 18:20:09.691
197,18931,65,C. Wood,C. 우드,우드,2025-06-15 18:20:09.692
199,22149,65,I. Sangaré,이. 상가레,상가레,2025-06-15 18:20:09.693
204,152953,49,L. Colwill,엘 콜윌,콜윌,2025-06-15 18:20:09.720
210,136723,49,N. Madueke,엔 매두에케,매두에케,2025-06-15 18:20:09.751
213,380492,65,E. da Silva Moreira,에다 실바 모레이라,실바 모레이라,2025-06-15 18:20:10.572
226,17597,57,D. O'Shea,디 오쉐어,오쉐어,2025-06-15 09:47:31.874
228,2938,48,J. Ward-Prowse,제임스 워드-프라우스,워드-프라우스,2025-06-15 09:47:32.441
230,161948,57,L. Delap,엘 델랩,델랩,2025-06-15 09:47:33.454
242,15884,45,J. Lindstrom,제이 린드스트롬,린드스트롬,2025-06-15 09:50:22.561
248,502,157,Joshua Kimmich,조슈아 킴미히,킴미히,2025-06-15 16:46:44.946
256,166981,2537,Gerard Garriga,제라르 가리가,가리가,2025-06-15 16:46:45.377
264,510,157,S. Gnabry,에스 나브리,그나브리,2025-06-15 17:07:27.482
272,38832,2537,A. Rogers,에이 로저스,로저스,2025-06-15 17:43:38.963
278,323935,530,Giuliano Simeone,주리아노 시메오네,시메오네,2025-06-15 18:11:59.012
284,10083,121,Murilo,무릴로,무릴로,2025-06-15 22:12:07.925
290,306706,121,Agustín Giay,아구스틴 기아이,기아이,2025-06-15 22:12:07.929
296,182504,212,Gabri Veiga,가브리 베이가,베이가,2025-06-15 22:12:08.306
303,414544,212,T. Perez,테오 파레즈,파레즈,2025-06-15 23:43:00.229
304,21095,121,Lucas Evangelista,루카스 에반젤리스타,에반젤리스타,2025-06-15 23:48:40.221
310,10040,120,Artur,아르투르,아르투르,2025-06-16 04:11:23.856
320,1756,1595,Ryan Kent,라이언 켄트,켄트,2025-06-16 04:11:24.330
334,6200,1595,P. de La Vega,피 데 라 베가,데 라 베가,2025-06-16 04:11:25.276
337,50814,1616,Marky Delgado,마키 델가도,델가도,2025-06-16 18:36:32.842
343,322067,1616,Igor Jesus,이고르 제주스,제주스,2025-06-16 18:36:32.978
347,1261,1616,Sergi Palencia,세르지 파렌시아,파렌시아,2025-06-16 18:36:32.990
351,308678,49,D. Essugo,D. 에수고,에수고,2025-06-16 21:22:38.279
360,1484,451,Rodrigo Battaglia,로드리고 바딜리아,바딜리아,2025-06-16 21:23:19.656
363,2419,451,Luis Advíncula,루이스 아드빙쿨라,아드빙쿨라,2025-06-16 21:23:19.668
366,331832,211,António Silva,안토니오 실바,실바,2025-06-16 21:23:20.094
375,142959,211,K. Akturkoglu,K. 악투르코글루,악투르코글루,2025-06-16 23:27:57.953
382,6337,124,Juan Freytes,후안 프레이테스,프레이테스,2025-06-17 16:21:03.571
389,10396,124,Nonato,노나토,노나토,2025-06-17 16:21:03.621
393,984,165,Julian Brandt,줄리안 브란트,브란트,2025-06-17 16:21:04.185
403,2463,435,Franco Armani,프랑코 아르마니,아르마니,2025-06-18 03:50:30.461
409,1222,435,Sebastián Driussi,세바스티안 드리우시,드리우시,2025-06-18 03:50:30.631
410,33931,287,Hirokazu Ishihara,히로카즈 이시하라,이시하라,2025-06-18 03:50:30.681
419,10474,287,Matheus Sávio,마테우스 사비오,사비오,2025-06-18 03:50:30.748
423,50532,124,Lima,리마,리마,2025-06-18 03:56:03.395
432,8508,287,T. Sekine,타카히로 세키네,세키네,2025-06-17 20:45:04.090
440,404921,2767,Myeong-kwan Seo,서명관,서명관,2025-06-17 22:21:46.024
446,2890,2767,Hyeon-woo Jo,조현우,조현우,2025-06-17 22:21:46.038
449,2898,2767,Young-Gwon Kim,김영권,김영권,2025-06-17 22:21:46.096
454,3289,2699,Themba Zwane,템바 쥬완느,쥬완느,2025-06-17 22:21:46.486
458,3064,2699,Divine Lunga,디바인 룽가,룽가,2025-06-17 22:21:46.488
465,99017,2699,B. J. Aubaas,비에르케이 아우바메양,아우바메양,2025-06-18 00:43:18.389
466,3292,2699,L. Mothiba,엘 모티바,모티바,2025-06-18 00:43:48.388
473,738,2282,Sergio Ramos,세르히오 라모스,라모스,2025-06-18 05:36:36.741
486,351920,2282,J. Rojas,제이 로하스,로하스,2025-06-18 05:36:38.157
488,389309,33,C. Obi,C. 오비,오비,2025-06-18 06:41:26.355
491,427736,55,Gustavo Nunes,구스타보 누네스,누네스,2025-06-18 06:41:27.220
492,284400,33,T. Collyer,티. 콜리어,콜리어,2025-06-18 06:41:27.604
1190,18946,400,M. Elyounoussi,모하메드 엘요노시,엘요노시,2025-09-20 11:19:09.346
501,194736,968,El Mehdi Moubarik,엘 메디 무바릭,메디 무바릭,2025-06-18 15:48:19.197
508,3290,968,Thembinkosi Lorch,템빈코시 로치,로치,2025-06-18 15:48:19.341
513,294298,968,I. Moutaraji,이. 무타라지,무타라지,2025-06-18 17:55:20.852
519,361497,541,Dean Huijsen,딘 휘센,휘센,2025-06-18 19:06:14.410
528,44339,2932,Nasser Al-Dawsari,나세르 알 다우사리,알 다우사리,2025-06-18 19:06:14.983
535,284500,45,T. Iroegbunam,T. 이로에그부남,이로에그부남,2025-06-18 19:26:00.318
536,138822,45,A. Broja,에이 브로자,브로자,2025-06-18 19:26:00.702
538,2294,36,Willian,윌리안,윌리안,2025-06-18 19:26:23.131
541,1157,157,K. Laimer,케빈 라이머,라이머,2025-06-18 19:26:34.637
542,2669,168,Hermoso,에르모소,에르모소,2025-06-18 19:26:35.211
547,41104,157,João Palhinha,조아우 팔리냐,팔리냐,2025-06-18 19:26:36.182
549,343316,168,J. Belocian,제이 벨로시안,벨로시안,2025-06-18 19:26:36.558
551,387805,2865,Abdoul Traoré,아부둘 트라오레,트라오레,2025-06-19 03:15:53.653
558,36679,2865,Kodjo Fo Doh Laba,코조 포 도 라바,포 도 라바,2025-06-19 03:15:53.735
562,161585,496,Francisco Conceição,프란시스코 콘세이송,콘세이송,2025-06-19 03:15:54.159
568,36899,496,T. Koopmeiners,티 쿠프메이너스,쿠프메이너스,2025-06-19 03:15:55.120
580,397205,2537,Nathan Garrow,네이단 가로우,가로우,2025-06-20 16:18:12.601
586,10124,127,Léo Pereira,레오 페레이라,페레이라,2025-06-20 19:32:59.208
595,1290,127,Guillermo Varela,기예르모 바렐라,바렐라,2025-06-20 20:45:17.188
600,101221,980,Chiheb Jbéli,치헵 제벨리,제벨리,2025-06-20 20:45:17.800
605,404599,980,Onuche Ogbelu,오누체 오그벨루,오그벨루,2025-06-20 20:45:17.864
611,2414,127,Everton,에버턴,에버턴,2025-06-20 20:45:18.199
616,397444,980,Raed Bouchniba,라에드 부치니바,부치니바,2025-06-20 20:45:18.262
621,158065,211,T. Gouveia,티 고베이아,고베이아,2025-06-20 20:45:48.111
627,138417,45,N. Patterson,엔. 패터슨,패터슨,2025-06-20 21:03:09.734
629,303015,1350,J. Katongo,제이 카통고,카통고,2025-06-20 21:03:10.343
634,314265,569,B. Meijer,비. 마이어,마이어,2025-06-20 21:04:38.442
635,25358,1616,J. Dilrosun,제이 딜로슨,딜로슨,2025-06-20 23:41:06.383
639,13572,124,Gabriel Fuentes,가브리엘 푠테스,푠테스,2025-06-22 07:34:05.759
641,34647,2767,Jae-ik Lee,이재익,이재익,2025-06-22 07:34:06.396
655,627,50,K. Walker,K. 워커,워커,2025-06-22 12:13:29.384
200,138908,65,E. Anderson,이안더슨,안더슨,2025-06-15 18:20:09.693
203,19545,49,R. James,알 제임스,제임스,2025-06-15 18:20:09.719
211,18,49,J. Sancho,제이 산초,산초,2025-06-15 18:20:09.751
215,422780,49,A. Anselmino,에이 앤셀미노,앤셀미노,2025-06-15 18:20:10.582
227,284428,57,O. Hutchinson,오스틴 허친슨,허친슨,2025-06-15 09:47:31.876
229,18744,48,M. Kilman,엠 킬만,킬만,2025-06-15 09:47:32.443
231,2476,48,G. Rodríguez,지 로드리게스,로드리게스,2025-06-15 09:47:33.459
232,19130,57,K. Phillips,K. 필립스,필립스,2025-06-15 09:47:33.830
250,508,157,Kingsley Coman,킹슬리 코만,코만,2025-06-15 16:46:44.952
259,15952,2537,Nikko Boxall,니코 복스올,복스올,2025-06-15 16:46:45.384
265,494131,157,L. Karl,엘 칼,칼,2025-06-15 17:07:57.479
273,431921,157,A. Aznou,에이 아즈누,아즈누,2025-06-15 17:44:32.712
279,50,530,Koke,코케,코케,2025-06-15 20:12:21.555
285,2410,121,Weverton,웨버톤,웨버톤,2025-06-15 22:12:07.925
292,6347,121,Aníbal Moreno,아니발 모레노,모레노,2025-06-15 22:12:07.994
305,5933,120,Alexander Barboza,알렉산더 바르보자,바르보자,2025-06-16 04:11:23.778
311,378,120,Alex Telles,알렉스 텔레스,텔레스,2025-06-16 04:11:23.857
312,16669,120,Gonzalo Mastriani,곤잘로 마스트리아니,마스트리아니,2025-06-16 04:11:23.857
319,51142,1595,Jesús Ferreira,제수스 페레이라,페레이라,2025-06-16 04:11:24.330
321,102373,1595,Daniel Musovski,다니엘 무소브스키,무소브스키,2025-06-16 04:11:24.330
330,9938,120,A. Cabral,에이 카브랄,카브랄,2025-06-16 04:11:25.273
336,335553,1595,O. De Rosario,오. 데 로사리오,데 로사리오,2025-06-16 04:11:25.277
338,51134,1616,Ryan Hollingshead,라이언 홀링스헤드,홀링스헤드,2025-06-16 18:36:32.921
344,51242,1616,Jeremy Ebobisse,제레미 에보비세,에보비세,2025-06-16 18:36:32.981
350,50985,1616,F. Amaya,F. 아마야,아마야,2025-06-16 21:22:38.278
356,289444,451,Lautaro Blanco,라우타로 블랑코,블랑코,2025-06-16 21:23:19.594
364,6327,451,Miguel Merentiel,미겔 메렌티엘,메렌티엘,2025-06-16 21:23:19.668
368,135505,211,Samuel Dahl,사무엘 달,달,2025-06-16 21:23:20.096
376,237090,451,E. Zeballos,이. 제발로스,제발로스,2025-06-16 23:32:07.944
377,11424,451,W. H. Alarcon Cepeda,W. H. 알라르콘 세페다,H. 알라르콘 세페다,2025-06-16 23:32:37.982
383,10267,124,Samuel Xavier,사무엘 자비에르,자비에르,2025-06-17 16:21:03.611
398,25368,165,Waldemar Anton,발데마르 안톤,안톤,2025-06-17 16:21:04.193
404,6003,435,Enzo Pérez,엔조 페레스,페레스,2025-06-18 03:50:30.483
412,41961,287,Danilo Boza,다닐로 보자,보자,2025-06-18 03:50:30.682
424,637,165,F. Nmecha,F. 네메차,네메차,2025-06-18 03:56:03.395
433,50886,435,P. Martinez,피에르 마르티네스,마르티네스,2025-06-17 20:45:04.122
441,48124,2767,Darijan Bojanić,다리얀 보야닉,보야닉,2025-06-17 22:21:46.028
447,146018,2767,Erick Farias,에릭 파리아스,파리아스,2025-06-17 22:21:46.038
451,127429,2699,Iqraam Rayners,이크람 레이너스,레이너스,2025-06-17 22:21:46.484
453,35619,2699,Marcelo Allende,마르셀로 야엔데,야엔데,2025-06-17 22:21:46.485
468,46412,2699,M. Mvala,엠. 엠발라,엠발라,2025-06-18 00:52:18.389
474,385,2282,Óliver Torres,올리베르 토레스,토레스,2025-06-18 05:36:36.742
484,167014,2282,F. Ambriz,F. 암브리즈,암브리즈,2025-06-18 05:36:38.155
489,403064,33,H. Amass,에이마스,에이마스,2025-06-18 06:41:26.429
493,156477,50,Rayan Cherki,라얀 셰르키,셰르키,2025-06-18 15:48:18.643
502,269451,968,Mohamed Moufid,모하메드 무피드,무피드,2025-06-18 15:48:19.198
514,81749,968,S. Aziz Ki,에스 아지즈 키,아지즈 키,2025-06-18 17:55:20.852
520,762,541,Vinícius Júnior,비니시우스 주니올,주니올,2025-06-18 19:06:14.411
533,156,2932,Malcom,말콤,말콤,2025-06-18 19:06:15.053
537,19032,36,R. Sessegnon,R. 세세뇽,세세뇽,2025-06-18 19:26:23.125
539,2897,157,Kim Min-Jae,김민재,김민재,2025-06-18 19:26:34.633
543,644,157,L. Sané,레로이 산에,산에,2025-06-18 19:26:36.103
553,156202,2865,Kouame Autonne,코아메 아톤네,아톤네,2025-06-19 03:15:53.657
559,14004,2865,Facundo Zabala,파쿤도 자발라,자발라,2025-06-19 03:15:53.737
564,19263,496,Lloyd Kelly,로이드 켈리,켈리,2025-06-19 03:15:54.165
581,38871,2537,Haris Zeb,하리스 제브,제브,2025-06-20 16:18:12.674
587,618,127,Danilo,다닐로,다닐로,2025-06-20 19:32:59.209
596,10321,127,Pedro,페드로,페드로,2025-06-20 20:45:17.255
598,4569,980,Mohamed Tougai,모하메드 투가이,투가이,2025-06-20 20:45:17.729
606,54106,980,Rodrigo Rodrigues,로드리고 로드리게스,로드리게스,2025-06-20 20:45:17.867
609,10364,127,Michael,마이클,마이클,2025-06-20 20:45:18.193
612,436044,980,Achref Jabri,아크레프 자브리,자브리,2025-06-20 20:45:18.201
622,301528,211,A. Schjelderup,A. 쉘데룹,쉘데룹,2025-06-20 20:45:48.111
631,317380,1350,G. Lindgren,지 린드그렌,린드그렌,2025-06-20 21:03:11.294
636,46207,2699,T. Morena,티 모레나,모레나,2025-06-21 17:33:49.739
640,9874,124,Guga,구가,구가,2025-06-22 07:34:05.820
642,409426,2767,Choi Seok-Hyun,최석현,최석현,2025-06-22 07:34:07.370
650,35669,2282,R. de la Rosa,로드리고 델라 로사,델라 로사,2025-06-22 07:36:21.050
649,94559,2282,A. Alvarado,에이 알바라도,알바라도,2025-06-22 07:36:21.037
235,18592,45,I. Ndiaye,이. 은디아예,은디아예,2025-06-15 09:50:21.003
661,15745,55,M. Roerslev,엠 로에슬레브,로에슬레브,2025-06-22 12:13:37.774
663,19192,66,J. Ramsey,제이 램지,램지,2025-06-22 12:13:38.148
665,90599,620,M. Bernauer,엠 베르나우어,베르나우어,2025-06-22 12:13:49.047
667,310135,620,L. Kačavenda,엘 카차벤다,카차벤다,2025-06-22 12:13:49.065
669,99,620,R. Pierre-Gabriel,알 피에르-가브리엘,피에르-가브리엘,2025-06-22 12:13:49.067
670,30413,620,M. Pjaca,엠 피야카,피야카,2025-06-22 12:13:49.068
672,1483,620,S. Ristovski,에스 리스토프스키,리스토프스키,2025-06-22 12:13:49.069
674,295026,620,M. Baturina,엠 바투리나,바투리나,2025-06-22 12:13:49.128
675,161938,247,Paulo Bernardo,파울로 베르나르도,베르나르도,2025-06-22 12:13:49.630
676,33253,247,K. Furuhashi,K. 후루하시,후루하시,2025-06-22 12:13:49.635
678,180758,247,R. Hatate,R. 하타테,하타테,2025-06-22 12:13:49.637
679,50737,247,A. Trusty,트러스티,트러스티,2025-06-22 12:13:49.642
681,1129,247,C. McGregor,C. 맥그리거,맥그리거,2025-06-22 12:13:49.643
190,363695,65,Murillo,무릴료,릴료,2025-06-15 18:20:09.659
192,2817,65,N. Milenković,엔. 밀렌코비치,밀렌코비치,2025-06-15 18:20:09.660
195,2771,65,O. Aina,오. 아이나,아이나,2025-06-15 18:20:09.669
198,18746,65,M. Gibbs-White,엠. 깁스-화이트,깁스-화이트,2025-06-15 18:20:09.692
201,18959,49,Robert Sánchez,로베르트 산체스,산체스,2025-06-15 18:20:09.697
202,19145,49,T. Adarabioyo,T. 아다라비오요,아다라비오요,2025-06-15 18:20:09.717
205,47380,49,Marc Cucurella,마르크 쿠쿠렐라,쿠쿠렐라,2025-06-15 18:20:09.722
206,5996,49,E. Fernández,페르난데스,페르난데스,2025-06-15 18:20:09.725
207,116117,49,M. Caicedo,엠. 카이세도,카이세도,2025-06-15 18:20:09.726
208,152982,49,C. Palmer,C. 파머,파머,2025-06-15 18:20:09.751
209,1864,49,Pedro Neto,페드로 네토,네토,2025-06-15 18:20:09.751
212,148099,49,K. Dewsbury-Hall,케이 듀즈베리홀,듀즈베리홀,2025-06-15 18:20:10.343
214,329347,49,O. Kellyman,오. 켈리맨,켈리맨,2025-06-15 18:20:10.581
1306,162511,33,Senne Lammens,센 람멘스,람멘스,2025-10-04 14:15:37.616
233,38734,34,S. Botman,에스 보트만,보트만,2025-06-15 09:50:20.355
243,24882,45,O. Mangala,오스만 망갈라,망갈라,2025-06-15 09:50:22.629
244,497,157,Manuel Neuer,마누엘 뇌어,뇌어,2025-06-15 16:46:44.217
249,328033,157,Aleksandar Pavlović,알렉산다르 파블로비치,파블로비치,2025-06-15 16:46:44.947
251,2195,157,Sacha Boey,사샤 보에이,보에이,2025-06-15 16:46:44.954
257,38851,2537,Dylan Manickum,딜란 마니쿰,마니쿰,2025-06-15 16:46:45.379
262,389974,2537,David Yoo,다비드 유,유,2025-06-15 16:46:45.386
266,1149,157,D. Upamecano,우파메카노,우파메카노,2025-06-15 17:23:19.500
269,397047,2537,J. Lagos,J. 라고스,라고스,2025-06-15 17:27:49.313
274,56,530,Antoine Griezmann,안투안 그리즈만,그리즈만,2025-06-15 18:11:58.876
280,53,530,A. Correa,A. 코레아,코레아,2025-06-15 20:32:12.095
286,2412,121,Felipe Anderson,펠리페 안데르손,안데르손,2025-06-15 22:12:07.925
297,41966,212,Francisco Moura,프란시스코 모우라,모우라,2025-06-15 22:12:08.308
306,70366,120,John Victor,존 빅터,빅터,2025-06-16 04:11:23.843
313,10031,120,Gregore,그레고레,그레고레,2025-06-16 04:11:23.858
322,51113,1595,Alex Roldán,알렉스 롤단,롤단,2025-06-16 04:11:24.331
325,313383,1595,Obed Vargas,오베드 바르가스,바르가스,2025-06-16 04:11:24.392
327,22167,120,Danilo Barbosa,다닐로 바르보사,바르보사,2025-06-16 04:11:25.268
329,103203,1595,P. Rothrock,피 로스록,로스록,2025-06-16 04:11:25.270
339,50952,1616,Aaron Long,아론 롱,롱,2025-06-16 18:36:32.921
345,25617,1616,Timothy Tillman,티모시 틸만,틸만,2025-06-16 18:36:32.985
352,30529,1616,Marlon,마를론,마를론,2025-06-16 21:22:38.284
358,898,451,Ander Herrera,안데르 에레라,에레라,2025-06-16 21:23:19.597
365,6092,451,Alan Velasco,알란 벨라스코,벨라스코,2025-06-16 21:23:19.670
369,624,211,Nicolás Otamendi,니콜라스 오타멘디,오타멘디,2025-06-16 21:23:20.097
378,362755,211,G. Prestianni,지 프레스티아니,프레스티아니,2025-06-16 23:44:17.949
384,10080,124,Fábio,파비오,파비오,2025-06-17 16:21:03.613
394,2194,165,Ramy Bensebaini,라미 벤세바이니,벤세바이니,2025-06-17 16:21:04.187
407,2469,435,Germán Pezzella,헤르만 페셀라,페셀라,2025-06-18 03:50:30.565
413,57169,287,Marius Høibråten,마리우스 휘브라텐,휘브라텐,2025-06-18 03:50:30.683
418,351538,287,Kaito Yasui,카이토 야스이,야스이,2025-06-18 03:50:30.748
425,326757,165,J. Bellingham,주드 벨링엄,벨링엄,2025-06-18 03:56:03.396
434,33047,287,T. Matsumoto,타츠야 마츠모토,마츠모토,2025-06-17 20:45:04.123
442,34695,2767,Seung-beom Ko,고승범,고승범,2025-06-17 22:21:46.030
448,34132,2767,Won-Sang Um,원상 엄,엄,2025-06-17 22:21:46.039
455,46270,2699,Keanu Cupido,키아누 쿠피도,쿠피도,2025-06-17 22:21:46.487
456,20893,2699,Lucas Ribeiro,루카스 리베이로,리베이로,2025-06-17 22:21:46.487
469,35539,2282,Stefan Medina,스테판 메디나,메디나,2025-06-18 05:36:36.733
475,6369,2282,Jorge Rodríguez,호르헤 로드리게스,로드리게스,2025-06-18 05:36:36.743
